step,mean_reward_agent_0,std_reward_agent_0,mean_cum_reward_agent_0,std_cum_reward_agent_0,mean_inst_regret_agent_0,std_inst_regret_agent_0,mean_cum_regret_agent_0,std_cum_regret_agent_0,mean_reward_agent_1,std_reward_agent_1,mean_cum_reward_agent_1,std_cum_reward_agent_1,mean_inst_regret_agent_1,std_inst_regret_agent_1,mean_cum_regret_agent_1,std_cum_regret_agent_1,prop_action_0_agent_0,prop_action_0_agent_1,prop_action_1_agent_0,prop_action_1_agent_1
0,0.6039671426989558,0.10052239058119067,0.6039671426989558,0.10052239058119067,0.3960328573010442,0.10052239058119067,0.3960328573010442,0.10052239058119067,0.5952074219295855,0.10098216615248733,0.5952074219295855,0.10098216615248733,0.40479257807041447,0.10098216615248733,0.40479257807041447,0.10098216615248733,1.0,1.0,0.0,0.0
1,0.9962632980132287,0.10009866569761106,1.6002304407121841,0.141191202263659,0.003736701986771315,0.10009866569761107,0.3997695592878156,0.141191202263659,0.0004402203415586796,0.09995201825560247,0.5956476422711442,0.13990469960337557,0.9995597796584412,0.09995201825560247,1.404352357728856,0.13990469960337557,1.0,0.0,0.0,1.0
2,0.007249928300246441,0.09867349763770598,1.6074803690124309,0.1693452682431151,0.9927500716997536,0.09867349763770598,1.3925196309875691,0.1693452682431151,0.9955932646037026,0.10047667467006445,1.5912409068748465,0.17197451935529073,0.0044067353962974325,0.10047667467006445,1.4087590931251532,0.1719745193552907,0.0,1.0,1.0,0.0
3,0.19538636462118825,0.09957878413513703,1.802866733633619,0.19516068810375506,0.8046136353788117,0.09957878413513704,2.197133266366381,0.19516068810375506,0.1983277180332026,0.10278754892483398,1.7895686249080496,0.20135169019425686,0.8016722819667974,0.10278754892483398,2.210431375091951,0.20135169019425686,0.0,0.0,1.0,1.0
4,0.596007323490174,0.1002866777280775,2.398874057123793,0.2162747272488922,0.403992676509826,0.1002866777280775,2.601125942876207,0.21627472724889218,0.5957670244762141,0.1034602269453696,2.385335649384263,0.2250581767396932,0.40423297552378584,0.1034602269453696,2.6146643506157368,0.2250581767396932,1.0,1.0,0.0,0.0
5,0.5999134041407037,0.1011648849792727,2.998787461264497,0.23923378068791143,0.4000865958592963,0.1011648849792727,3.0012125387355026,0.23923378068791143,0.6017977936522059,0.10125867587414432,2.9871334430364693,0.2453463993067058,0.39820220634779413,0.10125867587414432,3.0128665569635307,0.2453463993067058,1.0,1.0,0.0,0.0
6,0.5993417771653093,0.10303194785517289,3.5981292384298067,0.261607280623824,0.4006582228346906,0.10303194785517289,3.401870761570194,0.261607280623824,0.6034856497443091,0.09984305327517272,3.5906190927807784,0.26738282838415467,0.39651435025569093,0.09984305327517272,3.4093809072192216,0.26738282838415467,1.0,1.0,0.0,0.0
7,0.600045151058897,0.10051251398373207,4.198174389488704,0.28045349497829947,0.399954848941103,0.10051251398373207,3.801825610511297,0.28045349497829947,0.5992534968209424,0.09765341771942743,4.189872589601721,0.2833832771276967,0.40074650317905747,0.09765341771942743,3.8101274103982785,0.2833832771276967,1.0,1.0,0.0,0.0
8,0.6050156534215686,0.10328211839558671,4.803190042910272,0.29683609953429746,0.3949843465784315,0.10328211839558671,4.196809957089728,0.29683609953429746,0.6013483593879121,0.10429530958379409,4.791220948989634,0.30222834086326156,0.39865164061208785,0.10429530958379409,4.208779051010366,0.30222834086326156,1.0,1.0,0.0,0.0
9,0.6000789314528463,0.09972082078986291,5.403268974363118,0.31652072410819815,0.39992106854715365,0.09972082078986293,4.596731025636882,0.31652072410819815,0.5994982137210985,0.10041640873377633,5.390719162710731,0.31600043955345025,0.40050178627890154,0.10041640873377633,4.609280837289269,0.31600043955345025,1.0,1.0,0.0,0.0
10,0.6007245697549363,0.10279347779744587,6.003993544118054,0.33647146576784753,0.3992754302450637,0.10279347779744587,4.996006455881946,0.33647146576784753,0.5952824143630748,0.10285766731733646,5.986001577073806,0.3270750688041555,0.40471758563692517,0.10285766731733646,5.013998422926194,0.3270750688041555,1.0,1.0,0.0,0.0
11,0.6026982660506651,0.09766502609488044,6.606691810168719,0.35114506730519646,0.3973017339493349,0.09766502609488044,5.393308189831281,0.35114506730519646,0.6045288316782389,0.10097703038364246,6.590530408752046,0.34256303000751476,0.3954711683217611,0.10097703038364246,5.409469591247953,0.3425630300075147,1.0,1.0,0.0,0.0
