step,mean_reward_agent_0,std_reward_agent_0,mean_cum_reward_agent_0,std_cum_reward_agent_0,mean_inst_regret_agent_0,std_inst_regret_agent_0,mean_cum_regret_agent_0,std_cum_regret_agent_0,mean_reward_agent_1,std_reward_agent_1,mean_cum_reward_agent_1,std_cum_reward_agent_1,mean_inst_regret_agent_1,std_inst_regret_agent_1,mean_cum_regret_agent_1,std_cum_regret_agent_1,prop_action_0_agent_0,prop_action_0_agent_1,prop_action_1_agent_0,prop_action_1_agent_1,prop_action_2_agent_0,prop_action_2_agent_1
0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1,0.2307692307692308,2.7755575615628914e-17,1.2307692307692304,4.440892098500626e-16,0.7692307692307693,1.1102230246251565e-16,0.7692307692307693,1.1102230246251565e-16,0.2307692307692308,2.7755575615628914e-17,1.2307692307692304,4.440892098500626e-16,0.7692307692307693,1.1102230246251565e-16,0.7692307692307693,1.1102230246251565e-16,1.0,0.0,0.0,1.0,0.0,0.0
2,0.0,0.0,1.2307692307692304,4.440892098500626e-16,1.0,0.0,1.76923076923077,8.881784197001252e-16,0.0,0.0,1.2307692307692304,4.440892098500626e-16,1.0,0.0,1.76923076923077,8.881784197001252e-16,1.0,0.0,0.0,0.0,0.0,1.0
3,0.2307692307692308,2.7755575615628914e-17,1.4615384615384615,2.220446049250313e-16,0.7692307692307693,1.1102230246251565e-16,2.538461538461539,8.881784197001252e-16,0.2307692307692308,2.7755575615628914e-17,1.4615384615384615,2.220446049250313e-16,0.7692307692307693,1.1102230246251565e-16,2.538461538461539,8.881784197001252e-16,0.0,1.0,1.0,0.0,0.0,0.0
4,0.38461538461538475,1.1102230246251565e-16,1.8461538461538465,2.220446049250313e-16,0.6153846153846152,2.220446049250313e-16,3.1538461538461537,0.0,0.38461538461538475,1.1102230246251565e-16,1.8461538461538465,2.220446049250313e-16,0.6153846153846152,2.220446049250313e-16,3.1538461538461537,0.0,0.0,0.0,1.0,1.0,0.0,0.0
5,0.2307692307692308,2.7755575615628914e-17,2.076923076923077,0.0,0.7692307692307693,1.1102230246251565e-16,3.923076923076922,8.881784197001252e-16,0.2307692307692308,2.7755575615628914e-17,2.076923076923077,0.0,0.7692307692307693,1.1102230246251565e-16,3.923076923076922,8.881784197001252e-16,0.0,0.0,1.0,0.0,0.0,1.0
6,0.0,0.0,2.076923076923077,0.0,1.0,0.0,4.923076923076922,1.7763568394002505e-15,0.0,0.0,2.076923076923077,0.0,1.0,0.0,4.923076923076922,1.7763568394002505e-15,0.0,1.0,0.0,0.0,1.0,0.0
7,0.2307692307692308,2.7755575615628914e-17,2.3076923076923075,4.440892098500626e-16,0.7692307692307693,1.1102230246251565e-16,5.6923076923076925,0.0,0.2307692307692308,2.7755575615628914e-17,2.3076923076923075,4.440892098500626e-16,0.7692307692307693,1.1102230246251565e-16,5.6923076923076925,0.0,0.0,0.0,0.0,1.0,1.0,0.0
8,1.0,0.0,3.307692307692307,8.881784197001252e-16,0.0,0.0,5.6923076923076925,0.0,1.0,0.0,3.307692307692307,8.881784197001252e-16,0.0,0.0,5.6923076923076925,0.0,0.0,0.0,0.0,0.0,1.0,1.0
9,0.42646153846153845,0.4450654097263808,3.7341538461538457,0.44506540972638103,0.5735384615384614,0.4450654097263808,6.265846153846154,0.44506540972638087,0.42646153846153845,0.4450654097263808,3.7341538461538457,0.44506540972638103,0.5735384615384614,0.4450654097263808,6.265846153846154,0.44506540972638087,0.375,0.492,0.262,0.0,0.363,0.508
10,0.39761538461538465,0.4383160284867556,4.131769230769231,0.6421332374784507,0.6023846153846154,0.4383160284867556,6.86823076923077,0.6421332374784505,0.39761538461538465,0.4383160284867556,4.131769230769231,0.6421332374784507,0.6023846153846154,0.4383160284867556,6.86823076923077,0.6421332374784505,0.376,0.508,0.267,0.0,0.357,0.492
11,0.3704615384615385,0.3537135537500774,4.50223076923077,0.799708375101262,0.6295384615384616,0.35371355375007735,7.49776923076923,0.7997083751012618,0.3704615384615385,0.3537135537500774,4.50223076923077,0.799708375101262,0.6295384615384616,0.35371355375007735,7.49776923076923,0.7997083751012618,0.373,0.291,0.266,0.429,0.361,0.28
12,0.39753846153846156,0.3828866997586505,4.89976923076923,0.9049475809461869,0.6024615384615385,0.3828866997586505,8.10023076923077,0.9049475809461864,0.39753846153846156,0.3828866997586505,4.89976923076923,0.9049475809461869,0.6024615384615385,0.3828866997586505,8.10023076923077,0.9049475809461864,0.352,0.373,0.288,0.294,0.36,0.333
13,0.406,0.41307560521205045,5.30576923076923,0.989179251559583,0.594,0.41307560521205045,8.694230769230769,0.9891792515595828,0.406,0.41307560521205045,5.30576923076923,0.989179251559583,0.594,0.41307560521205045,8.694230769230769,0.9891792515595828,0.376,0.415,0.262,0.164,0.362,0.421
14,0.393923076923077,0.39425128652050945,5.699692307692309,1.0679815170264229,0.606076923076923,0.3942512865205095,9.300307692307694,1.0679815170264226,0.393923076923077,0.39425128652050945,5.699692307692309,1.0679815170264229,0.606076923076923,0.3942512865205095,9.300307692307694,1.0679815170264226,0.366,0.379,0.251,0.267,0.383,0.354
15,0.37738461538461543,0.37738718679546673,6.077076923076924,1.1540102344874483,0.6226153846153846,0.3773871867954667,9.922923076923079,1.1540102344874483,0.37738461538461543,0.37738718679546673,6.077076923076924,1.1540102344874483,0.6226153846153846,0.3773871867954667,9.922923076923079,1.1540102344874483,0.37,0.331,0.259,0.315,0.371,0.354
