step,mean_reward_agent_0,std_reward_agent_0,mean_cum_regret_agent_0,std_cum_regret_agent_0,mean_reward_agent_1,std_reward_agent_1,mean_cum_regret_agent_1,std_cum_regret_agent_1,prop_action_0_agent_0,prop_action_0_agent_1,prop_action_1_agent_0,prop_action_1_agent_1
36,0.5915675329439362,1.0535439614306255,7.635999999999999,3.5688070836065084,0.5863167308108431,1.029934743383886,7.635999999999999,3.5688070836065084,0.88,0.872,0.12,0.128
37,0.5272958002493651,1.0331895996983762,7.769399999999999,3.634532107438314,0.6461351883647717,1.0268309579583446,7.769399999999999,3.634532107438314,0.883,0.884,0.117,0.116
38,0.5788010434388797,1.0141908819325585,7.8988,3.696214084708838,0.6125697178759906,1.0324295650691249,7.8988,3.696214084708838,0.882,0.893,0.118,0.107
39,0.5523014867910823,1.0303047342125107,8.023799999999998,3.754393900485136,0.5561997554730315,1.0398666801570278,8.023799999999998,3.754393900485136,0.883,0.894,0.117,0.106
40,0.5627866686168932,1.008684000442056,8.153799999999999,3.8186785096417837,0.6351901990580299,0.9833986262094667,8.153799999999999,3.8186785096417837,0.882,0.892,0.118,0.108
41,0.5984041483978961,1.020323177038262,8.271799999999999,3.884812062378307,0.5229849832259824,0.9857241590125851,8.271799999999999,3.884812062378307,0.893,0.901,0.107,0.099
42,0.5900086641922777,1.0470679330211787,8.395399999999999,3.946666801238736,0.6441208175505652,1.0187054463067686,8.395399999999999,3.946666801238736,0.883,0.903,0.117,0.097
43,0.5625002600169607,0.9852312006043756,8.517399999999999,4.009640537504577,0.6065848809280875,0.9931932717257035,8.517399999999999,4.009640537504577,0.892,0.894,0.108,0.106
44,0.6120742809186962,0.9860712460139319,8.634599999999999,4.080318963022376,0.5796989121481552,1.0395180397356698,8.634599999999999,4.080318963022376,0.893,0.905,0.107,0.095
45,0.5736152011775533,1.010474055824834,8.749999999999998,4.134970374742726,0.6455680267839987,1.0401203514873854,8.749999999999998,4.134970374742726,0.898,0.899,0.102,0.101
46,0.5838118940997837,1.0134308054412302,8.859399999999997,4.184040109750383,0.6229539059506682,1.0258776416528752,8.859399999999997,4.184040109750383,0.896,0.911,0.104,0.089
47,0.6285291787761362,0.9816919536220445,8.9748,4.238868358418317,0.6306684055313413,1.0191588091217738,8.9748,4.238868358418317,0.898,0.891,0.102,0.109
48,0.6134094004833259,1.0181698060867037,9.082799999999999,4.295600558711203,0.530526611719302,1.025941782407005,9.082799999999999,4.295600558711203,0.911,0.901,0.089,0.099
49,0.6451050628461369,0.9836108477352125,9.1998,4.3482916139559915,0.569058807347331,1.0172139941621838,9.1998,4.3482916139559915,0.897,0.9,0.103,0.1
50,0.5635254536189458,1.0606910726051186,9.313,4.404887172221327,0.5520801960142755,1.0610697903270965,9.313,4.404887172221327,0.891,0.907,0.109,0.093
51,0.5998947967841081,1.0371989360520064,9.425,4.453921305995426,0.5594817007771151,1.0185888418321065,9.425,4.453921305995426,0.906,0.902,0.094,0.098
52,0.5051457620453011,1.0304885231259107,9.525399999999998,4.501590256787039,0.6333517069450879,0.9915445897755475,9.525399999999998,4.501590256787039,0.912,0.918,0.088,0.082
53,0.5883517907865573,0.9788758017998699,9.624199999999997,4.548390304272491,0.5956537919956137,0.9862394728711993,9.624199999999997,4.548390304272491,0.907,0.923,0.093,0.077
54,0.5644658545376121,1.0218638552043309,9.710799999999999,4.600343830628316,0.5580100662238561,0.9914793314426721,9.710799999999999,4.600343830628316,0.914,0.939,0.086,0.061
55,0.593174308403585,1.0066838236160645,9.802799999999998,4.650736733034886,0.5497937985186752,1.046745558011135,9.802799999999998,4.650736733034886,0.92,0.924,0.08,0.076
56,0.6179916972858452,1.0130444145810946,9.892599999999998,4.7044006249468175,0.5863906001966923,1.0206901829720831,9.892599999999998,4.7044006249468175,0.925,0.92,0.075,0.08
57,0.5622100564017942,1.0052580032436167,9.990399999999998,4.7537172654671,0.5272366505382045,1.017552169714417,9.990399999999998,4.7537172654671,0.91,0.919,0.09,0.081
58,0.5540948000566475,1.0092291975520453,10.086799999999998,4.803255745845729,0.5821709548009731,1.0197055077534998,10.086799999999998,4.803255745845729,0.912,0.922,0.088,0.078
59,0.6388029644350972,1.0090026503704124,10.176399999999997,4.850336384210894,0.6339268492344087,1.0027159392069747,10.176399999999997,4.850336384210894,0.917,0.931,0.083,0.069
60,0.5508075394415115,1.0215279801544122,10.2638,4.897898484043949,0.5842647102874492,1.0262193082328894,10.2638,4.897898484043949,0.909,0.94,0.091,0.06
61,0.5887883672279898,1.0298442845975952,10.367799999999999,4.947310699764066,0.5528814415474478,1.0184567543436978,10.367799999999999,4.947310699764066,0.906,0.918,0.094,0.082
62,0.5899725171675099,1.0076385378269166,10.461199999999998,4.986110163243489,0.6454665512638389,0.9698287177754821,10.461199999999998,4.986110163243489,0.918,0.917,0.082,0.083
63,0.5940814771445907,1.0372038256755611,10.5528,5.0254723320300965,0.6266808973066565,0.9862982526493203,10.5528,5.0254723320300965,0.922,0.924,0.078,0.076
64,0.581785245655577,0.9813373497010085,10.634199999999998,5.061042418316608,0.5319353326188611,0.9951478754597368,10.634199999999998,5.061042418316608,0.926,0.933,0.074,0.067
65,0.5888388172903819,0.9921336844064804,10.716399999999998,5.095202747683356,0.623105788521369,1.005882145459673,10.716399999999998,5.095202747683356,0.931,0.928,0.069,0.072
66,0.5697322668284704,1.0351578773301908,10.789799999999998,5.118884249521571,0.5689258368923217,1.0049020384663598,10.789799999999998,5.118884249521571,0.93,0.945,0.07,0.055
67,0.5500261241075277,0.9934811235339747,10.859399999999997,5.148066786668567,0.5798566955643203,1.028845208055169,10.859399999999997,5.148066786668567,0.932,0.948,0.068,0.052
68,0.5602524627169808,1.0019780065281496,10.931599999999998,5.183987021588694,0.6327931094024389,1.0297723224581388,10.931599999999998,5.183987021588694,0.94,0.937,0.06,0.063
69,0.5779464113052416,1.004387882740789,11.004199999999999,5.211796461873777,0.5472194526173405,0.9833227938643292,11.004199999999999,5.211796461873777,0.935,0.936,0.065,0.064
70,0.6302403909606776,1.024015453837214,11.085599999999998,5.25011548825357,0.5473860267098192,1.017126031931441,11.085599999999998,5.25011548825357,0.942,0.921,0.058,0.079
71,0.5503055009870997,0.9977714569645653,11.172199999999998,5.287924655287745,0.6250921099168821,1.0183895381923163,11.172199999999998,5.287924655287745,0.919,0.93,0.081,0.07
72,0.6003330064009054,1.0024237540618408,11.2458,5.326246554563544,0.6016794932924188,0.9811339433037902,11.2458,5.326246554563544,0.922,0.946,0.078,0.054
73,0.5294931080602597,1.0111354467507137,11.320799999999998,5.355734063599501,0.6101588439020401,1.0017408880684366,11.320799999999998,5.355734063599501,0.925,0.942,0.075,0.058
74,0.5364835463364339,1.0315921396412668,11.403999999999998,5.3999466664032925,0.636029449718563,1.0213369905390168,11.403999999999998,5.3999466664032925,0.918,0.938,0.082,0.062
75,0.5690001453914209,1.037736599390837,11.483199999999998,5.431297981145946,0.594860117413377,0.9964117867154553,11.483199999999998,5.431297981145946,0.923,0.941,0.077,0.059
76,0.6007443263566574,1.039168023519044,11.552999999999999,5.464890758286026,0.5755433668948889,1.0092465309061602,11.552999999999999,5.464890758286026,0.937,0.944,0.063,0.056
77,0.5720646703234352,1.055251275614461,11.6328,5.5041697066860165,0.6066552596682286,1.03823799613033,11.6328,5.5041697066860165,0.922,0.941,0.078,0.059
78,0.5903167409379864,0.9897841651749328,11.710999999999999,5.537316949570435,0.6041845002320769,1.0234465169355316,11.710999999999999,5.537316949570435,0.927,0.94,0.073,0.06
79,0.5619020513718036,1.0221658499949904,11.779999999999998,5.566298590625554,0.5727499180742909,1.053502047267875,11.779999999999998,5.566298590625554,0.931,0.95,0.069,0.05
80,0.5767272975432327,1.0385553662264522,11.854399999999998,5.607295305225152,0.5755026659644042,1.019606121991602,11.854399999999998,5.607295305225152,0.937,0.935,0.063,0.065
81,0.6340449038419423,1.0362158789512725,11.9408,5.644758219800033,0.569952850516621,1.0531149158457644,11.9408,5.644758219800033,0.929,0.923,0.071,0.077
82,0.6026830800189689,1.0292112767119561,12.0238,5.687990291834193,0.5483349748444062,1.0116074142647242,12.0238,5.687990291834193,0.936,0.923,0.064,0.077
83,0.6237861185095614,0.9960976573011855,12.102399999999998,5.720992417404522,0.5864087869930038,1.0162039474536646,12.102399999999998,5.720992417404522,0.926,0.939,0.074,0.061
84,0.5941964073613103,1.0430933845882506,12.1778,5.758516055373992,0.5629179543947549,1.0277581376923532,12.1778,5.758516055373992,0.928,0.941,0.072,0.059
85,0.6129156077487775,1.0260786952791003,12.248199999999999,5.789497107694246,0.555078547434488,1.0055823524080834,12.248199999999999,5.789497107694246,0.941,0.935,0.059,0.065
86,0.6252556190968731,1.0634079122218252,12.319799999999999,5.81569668741416,0.5693664544647329,1.0145839873844422,12.319799999999999,5.81569668741416,0.945,0.929,0.055,0.071
87,0.6158558089643551,1.005867640625359,12.391599999999999,5.837883986514296,0.581723877563386,1.0117025491821952,12.391599999999999,5.837883986514296,0.937,0.938,0.063,0.062
88,0.5743644873235146,0.977587608075903,12.452599999999999,5.862913374765148,0.5527514413943799,0.9793177517189343,12.452599999999999,5.862913374765148,0.945,0.948,0.055,0.052
89,0.5825630413095424,1.002281658993034,12.517599999999998,5.885352176378237,0.6023182088110963,1.036128776459145,12.517599999999998,5.885352176378237,0.95,0.939,0.05,0.061
90,0.5488567078995404,0.9882339698497394,12.578199999999999,5.907754629298685,0.5671678489052417,1.0205683130134975,12.578199999999999,5.907754629298685,0.946,0.953,0.054,0.047
91,0.5963140892086379,0.940025063385392,12.6518,5.942329236923856,0.5775628633869534,1.033065692692313,12.6518,5.942329236923856,0.932,0.94,0.068,0.06
92,0.608782174145829,1.0012427613255201,12.727799999999998,5.970730873184626,0.6278123058326917,1.0421528500469321,12.727799999999998,5.970730873184626,0.93,0.942,0.07,0.058
93,0.6311900300771626,0.993524026926911,12.796599999999998,6.004180913330315,0.5732994282332852,1.0022764723257531,12.796599999999998,6.004180913330315,0.94,0.944,0.06,0.056
94,0.5546182112960887,1.0600214138600497,12.875999999999998,6.0472790575596935,0.6312467309839276,1.0237761021242575,12.875999999999998,6.0472790575596935,0.932,0.929,0.068,0.071
95,0.5768993437084471,1.0702670191337669,12.937599999999998,6.071384211199293,0.5837635700908195,1.0027512204213276,12.937599999999998,6.071384211199293,0.952,0.944,0.048,0.056
96,0.5586241531119579,1.0194081399321377,12.9974,6.09139994090029,0.6239376471271548,1.0295469391521117,12.9974,6.09139994090029,0.95,0.945,0.05,0.055
97,0.5725179609899358,1.0015853815197726,13.06,6.113905462141204,0.5473864764876724,0.9818749128218185,13.06,6.113905462141204,0.95,0.943,0.05,0.057
98,0.5873307217596145,0.9910614996149858,13.1232,6.140789994780807,0.6322784238061073,1.0168716171373016,13.1232,6.140789994780807,0.951,0.941,0.049,0.059
99,0.5674514673403737,1.0330112087182368,13.1842,6.156111626668254,0.5598483114583326,1.0149191024551698,13.1842,6.156111626668254,0.951,0.946,0.049,0.054
100,0.6274604649843932,1.061503625284168,13.245599999999998,6.1771514988706615,0.6536874247493615,0.9945377290750765,13.245599999999998,6.1771514988706615,0.953,0.942,0.047,0.058
101,0.5925341109769247,1.029919808750505,13.3036,6.189861633348524,0.6090801706212916,1.0164218431166987,13.3036,6.189861633348524,0.948,0.954,0.052,0.046
102,0.613502858043081,1.05697931097531,13.3662,6.2094716007080715,0.5682481176154465,1.0063524897180685,13.3662,6.2094716007080715,0.949,0.944,0.051,0.056
103,0.5117261012839468,1.0068786017189981,13.425399999999998,6.227580175316899,0.5974906472734418,0.967029777632621,13.425399999999998,6.227580175316899,0.956,0.944,0.044,0.056
104,0.6564449967381013,1.0287895244086807,13.4962,6.247878484733843,0.5379791593672647,1.0369711955183316,13.4962,6.247878484733843,0.949,0.929,0.051,0.071
105,0.63165622703915,1.0256380697267695,13.56,6.271969387680401,0.656185379919536,1.0338374527618737,13.56,6.271969387680401,0.952,0.939,0.048,0.061
106,0.5929614085842433,0.9928652762407192,13.6184,6.2889666432570674,0.5902545421084321,0.958956998562551,13.6184,6.2889666432570674,0.954,0.946,0.046,0.054
107,0.6055489777846762,0.9900761585646333,13.6738,6.313068474204923,0.566520156731896,0.9969970894861079,13.6738,6.313068474204923,0.958,0.947,0.042,0.053
108,0.5470806904297965,0.9623486044417616,13.732,6.344554830719021,0.5804768127462118,0.9905358835048643,13.732,6.344554830719021,0.952,0.951,0.048,0.049
109,0.6199775141440504,1.0133483591441361,13.790799999999999,6.373651650349278,0.5353194649775969,0.9999318212640277,13.790799999999999,6.373651650349278,0.944,0.958,0.056,0.042
110,0.5603150716489795,1.0163711610607191,13.851799999999999,6.398474565081906,0.6019686167221115,1.00086794717692,13.851799999999999,6.398474565081906,0.947,0.95,0.053,0.05
111,0.5558112341618426,1.0325336661788707,13.910200000000001,6.419231726616517,0.5760146673025056,1.0174784832144594,13.910200000000001,6.419231726616517,0.951,0.949,0.049,0.051
112,0.5887971166775227,0.9982869235167936,13.965399999999997,6.44897223129392,0.5466098755321998,1.0260135567973414,13.965399999999997,6.44897223129392,0.96,0.944,0.04,0.056
113,0.5803232418047105,1.0069548938387973,14.023399999999999,6.478966926910499,0.595994187903246,1.0087939171703193,14.023399999999999,6.478966926910499,0.959,0.943,0.041,0.057
114,0.612091301827318,1.01317450458158,14.077200000000001,6.499504608814434,0.5605873381812956,1.0546019353063394,14.077200000000001,6.499504608814434,0.959,0.95,0.041,0.05
115,0.6140754090819543,0.9921511034849729,14.134,6.514516405689687,0.5968148619986142,0.9725486315545285,14.134,6.514516405689687,0.959,0.945,0.041,0.055
116,0.5736683811222547,1.0011765756909248,14.187399999999998,6.52815144125809,0.5735481578734213,1.0544938841012634,14.187399999999998,6.52815144125809,0.967,0.944,0.033,0.056
117,0.5785852074778287,0.99175631747506,14.2448,6.542054185040054,0.561370282749596,0.9981778344190514,14.2448,6.542054185040054,0.96,0.943,0.04,0.057
118,0.5165227938971658,1.0331504707783492,14.3052,6.558247704989502,0.5643007649001384,1.0103539794340395,14.3052,6.558247704989502,0.952,0.946,0.048,0.054
119,0.5862753645522828,1.0238409821132268,14.359600000000002,6.577072893012519,0.57863604696924,0.9760033316256262,14.359600000000002,6.577072893012519,0.957,0.951,0.043,0.049
120,0.6357727452111944,1.001915519088878,14.419799999999999,6.600464223067957,0.5580888000968192,1.0147598335451262,14.419799999999999,6.600464223067957,0.951,0.946,0.049,0.054
121,0.5664003413915555,0.9771414855192202,14.478200000000001,6.6212026671897055,0.6388613618171362,0.9682111185709864,14.478200000000001,6.6212026671897055,0.958,0.942,0.042,0.058
122,0.63165495171034,1.0231334723669734,14.5224,6.639805587515351,0.5716434419901407,1.0229521889801874,14.5224,6.639805587515351,0.963,0.962,0.037,0.038
123,0.5995899824951709,0.9863607504944115,14.58,6.6585463879138125,0.5926071713297387,1.0109749960569823,14.58,6.6585463879138125,0.948,0.952,0.052,0.048
124,0.5854804809085027,0.9876919524741563,14.637400000000001,6.671899372742374,0.5984785291355594,1.0176160265986207,14.637400000000001,6.671899372742374,0.949,0.95,0.051,0.05
125,0.5756377959988058,1.0294403235209644,14.694400000000002,6.6904445771562955,0.568357689147135,1.0377636289784031,14.694400000000002,6.6904445771562955,0.947,0.954,0.053,0.046
126,0.587552595819953,1.004946910079374,14.753400000000001,6.7112821755607985,0.5885650363717734,0.9969680150352855,14.753400000000001,6.7112821755607985,0.948,0.951,0.052,0.049
127,0.5443474734467793,1.0036952735154625,14.8122,6.729372270873419,0.5988268772095798,1.0165262303857907,14.8122,6.729372270873419,0.942,0.956,0.058,0.044
128,0.5714861757939955,0.9798734193542479,14.8762,6.749855817719375,0.6295823165309419,1.0293828691531322,14.8762,6.749855817719375,0.943,0.945,0.057,0.055
129,0.6056078988602379,1.004199683811902,14.930600000000002,6.764792948790088,0.5178126975811335,1.0070215534799232,14.930600000000002,6.764792948790088,0.956,0.952,0.044,0.048
130,0.6262997237748996,0.9747659605359468,14.986600000000001,6.78162373182117,0.5926756292235021,0.9893212978749214,14.986600000000001,6.78162373182117,0.959,0.945,0.041,0.055
131,0.5984449376602452,1.0090137544013322,15.039400000000002,6.802770585577621,0.5875024062117657,0.9906336936580094,15.039400000000002,6.802770585577621,0.955,0.953,0.045,0.047
132,0.5979072244644222,0.9961086607607584,15.0904,6.822708248195879,0.6562170188997644,1.0428344885475436,15.0904,6.822708248195879,0.952,0.959,0.048,0.041
133,0.5181491159681817,1.0105950526023473,15.146600000000001,6.850435638702118,0.5835946479247038,1.017276027616158,15.146600000000001,6.850435638702118,0.949,0.956,0.051,0.044
134,0.5174822098417434,1.0304252004006706,15.205200000000001,6.877299830602131,0.6242899368239264,1.0254603413137537,15.205200000000001,6.877299830602131,0.951,0.95,0.049,0.05
135,0.6208237883146687,1.0076073285588827,15.254,6.89980608423165,0.5941394266560113,1.0060951330560173,15.254,6.89980608423165,0.957,0.959,0.043,0.041
136,0.5595174858209768,1.0040195621397345,15.298200000000001,6.919664497647274,0.6213484647518924,0.995400004321542,15.298200000000001,6.919664497647274,0.957,0.968,0.043,0.032
137,0.6374590963804951,0.9674688307419521,15.3446,6.941124609168178,0.5648797391986135,1.0057726702334604,15.3446,6.941124609168178,0.957,0.963,0.043,0.037
138,0.5658008101062352,0.9853942881478794,15.3892,6.953735928261879,0.5864890740603012,1.0560130698387264,15.3892,6.953735928261879,0.961,0.962,0.039,0.038
139,0.5646214226044763,0.9977880818793391,15.436800000000002,6.971129446510092,0.5870469077834445,0.9974011584301886,15.436800000000002,6.971129446510092,0.957,0.961,0.043,0.039
140,0.5121491616473028,1.03026858147619,15.482,6.983271153263355,0.5840059734979521,0.9990069308632462,15.482,6.983271153263355,0.953,0.965,0.047,0.035
141,0.6188303055543919,1.000345161018473,15.5356,6.995639544745005,0.6312585956082277,0.9781877565956454,15.5356,6.995639544745005,0.954,0.954,0.046,0.046
142,0.6024563000833885,0.9947765556165042,15.5912,7.008651978804491,0.5870402387253633,0.9813496695093165,15.5912,7.008651978804491,0.956,0.95,0.044,0.05
143,0.6276796494354261,0.9937237854858456,15.642,7.023975797224824,0.5535194668184196,1.0706121113116105,15.642,7.023975797224824,0.959,0.955,0.041,0.045
144,0.5750798535454884,0.9973509498295249,15.6888,7.03060982845728,0.6318499396268531,1.016402965838478,15.6888,7.03060982845728,0.959,0.963,0.041,0.037
145,0.5662817321858093,0.9834295643630263,15.734800000000002,7.032324577264626,0.5584444777698965,1.0194115193145958,15.734800000000002,7.032324577264626,0.96,0.962,0.04,0.038
146,0.602088810230393,1.0050249340505966,15.786000000000001,7.035609710607894,0.5834963190983558,1.0076797179355814,15.786000000000001,7.035609710607894,0.951,0.961,0.049,0.039
147,0.5891539478640145,1.0236699764848127,15.838600000000001,7.044946418532941,0.5860179116606169,0.9991519842421593,15.838600000000001,7.044946418532941,0.957,0.954,0.043,0.046
148,0.5831352314545185,1.0021784378215552,15.888200000000003,7.058267546643448,0.5372099027669979,1.02501022156938,15.888200000000003,7.058267546643448,0.954,0.962,0.046,0.038
149,0.5749382483469351,0.9939757670915316,15.9352,7.066758872354434,0.5786771212282189,0.9848893145279979,15.9352,7.066758872354434,0.956,0.963,0.044,0.037
150,0.5529190883758985,1.008982441292973,15.979400000000002,7.069750748081584,0.5977049193619041,1.0249005683389092,15.979400000000002,7.069750748081584,0.956,0.969,0.044,0.031
151,0.5615873916242007,1.0227849993170182,16.0146,7.073459326242013,0.5846874740216351,1.0467636484398424,16.0146,7.073459326242013,0.964,0.972,0.036,0.028
152,0.5949153171859531,1.0339506992114917,16.0546,7.080905227440918,0.6293851917599967,0.9460641669657747,16.0546,7.080905227440918,0.97,0.962,0.03,0.038
153,0.5674240468235494,1.0111060051782466,16.100800000000003,7.100461911735047,0.5646823888797791,1.0116781451902486,16.100800000000003,7.100461911735047,0.954,0.969,0.046,0.031
154,0.6013498085608023,0.9633629619116972,16.1434,7.111508731626512,0.6406468834096014,1.0398705578641434,16.1434,7.111508731626512,0.959,0.97,0.041,0.03
155,0.5990291093214489,0.9936555089761383,16.182800000000004,7.128322675075823,0.5423193001871608,1.0277621848383316,16.182800000000004,7.128322675075823,0.959,0.974,0.041,0.026
156,0.5671997201718527,0.9795373739033003,16.227400000000003,7.143506788685801,0.6223359767557766,0.9954687055639556,16.227400000000003,7.143506788685801,0.961,0.962,0.039,0.038
157,0.6288241169715341,0.9990646655716762,16.2772,7.159712295895703,0.5605092901968849,1.0044007387258307,16.2772,7.159712295895703,0.955,0.962,0.045,0.038
158,0.58480975512379,1.0025943635531596,16.320800000000002,7.174692143918101,0.5568811931923555,0.9995071354759212,16.320800000000002,7.174692143918101,0.959,0.967,0.041,0.033
159,0.5239524455744543,1.0197177633115215,16.365000000000002,7.190995410928874,0.5477484548581936,1.0055447631187984,16.365000000000002,7.190995410928874,0.962,0.963,0.038,0.037
160,0.6063370324458458,1.0204564575940633,16.4162,7.20580443531464,0.6151324799534628,1.0231788219622724,16.4162,7.20580443531464,0.958,0.954,0.042,0.046
161,0.6007887916762672,0.9894126168667011,16.4616,7.218019495678861,0.5243702139231318,1.0092592625361543,16.4616,7.218019495678861,0.964,0.959,0.036,0.041
