step,mean_reward_agent_0,std_reward_agent_0,mean_cum_reward_agent_0,std_cum_reward_agent_0,mean_inst_regret_agent_0,std_inst_regret_agent_0,mean_cum_regret_agent_0,std_cum_regret_agent_0,mean_reward_agent_1,std_reward_agent_1,mean_cum_reward_agent_1,std_cum_reward_agent_1,mean_inst_regret_agent_1,std_inst_regret_agent_1,mean_cum_regret_agent_1,std_cum_regret_agent_1,prop_action_0_agent_0,prop_action_0_agent_1,prop_action_1_agent_0,prop_action_1_agent_1
0,0.5999999999999998,2.220446049250313e-16,0.5999999999999998,2.220446049250313e-16,0.4000000000000001,5.551115123125783e-17,0.4000000000000001,5.551115123125783e-17,0.5999999999999998,2.220446049250313e-16,0.5999999999999998,2.220446049250313e-16,0.4000000000000001,5.551115123125783e-17,0.4000000000000001,5.551115123125783e-17,1.0,1.0,0.0,0.0
1,1.0,0.0,1.6000000000000003,2.220446049250313e-16,0.0,0.0,0.4000000000000001,5.551115123125783e-17,0.0,0.0,0.5999999999999998,2.220446049250313e-16,1.0,0.0,1.3999999999999997,2.220446049250313e-16,1.0,0.0,0.0,1.0
2,0.0,0.0,1.6000000000000003,2.220446049250313e-16,1.0,0.0,1.3999999999999997,2.220446049250313e-16,1.0,0.0,1.6000000000000003,2.220446049250313e-16,0.0,0.0,1.3999999999999997,2.220446049250313e-16,0.0,1.0,1.0,0.0
3,0.20000000000000004,2.7755575615628914e-17,1.8000000000000005,4.440892098500626e-16,0.8000000000000002,1.1102230246251565e-16,2.1999999999999997,4.440892098500626e-16,0.20000000000000004,2.7755575615628914e-17,1.8000000000000005,4.440892098500626e-16,0.8000000000000002,1.1102230246251565e-16,2.1999999999999997,4.440892098500626e-16,0.0,0.0,1.0,1.0
4,0.4373999999999999,0.2666856576571001,2.2373999999999996,0.26668565765710006,0.5626000000000001,0.2666856576571001,2.7626000000000004,0.2666856576571001,0.7083999999999999,0.17779043843806672,2.5083999999999995,0.1777904384380667,0.29159999999999997,0.17779043843806674,2.4916000000000005,0.1777904384380667,0.729,1.0,0.271,0.0
5,0.4403999999999999,0.2651185395252471,2.6777999999999995,0.3623081009306858,0.5596,0.26511853952524705,3.3222000000000005,0.3623081009306859,0.7063999999999999,0.17674569301683138,3.2147999999999994,0.24153873395379047,0.2936,0.1767456930168314,2.7852,0.24153873395379047,0.734,1.0,0.266,0.0
6,0.4631999999999999,0.28762086155214817,3.141,0.39688663368775734,0.5368,0.2876208615521482,3.859,0.3968866336877572,0.6691999999999998,0.23548112450895084,3.884,0.25088642848906756,0.33080000000000004,0.23548112450895084,3.116,0.2508864284890675,0.736,0.942,0.264,0.058
7,0.6504,0.35969409225062343,3.7914000000000003,0.4128511111768988,0.3496,0.35969409225062343,4.2086,0.4128511111768987,0.32639999999999997,0.34908887120617293,4.210400000000001,0.20564979941638645,0.6736000000000001,0.34908887120617293,3.7895999999999996,0.20564979941638648,0.747,0.423,0.253,0.577
8,0.4866,0.29308776842440903,4.278,0.4752220533603211,0.5134000000000001,0.29308776842440903,4.722,0.47522205336032114,0.6345999999999998,0.260696835423831,4.845,0.23852672806207706,0.36540000000000006,0.26069683542383093,4.155,0.2385267280620771,0.75,0.898,0.25,0.102
9,0.5113999999999999,0.30270454241718936,4.7894,0.4964752158970272,0.4886000000000001,0.30270454241718936,5.2106,0.4964752158970273,0.6013999999999998,0.2854435846187474,5.4464,0.2564508529913676,0.39860000000000007,0.28544358461874736,4.5536,0.25645085299136766,0.763,0.853,0.237,0.147
