step,mean_reward_agent_0,std_reward_agent_0,mean_cum_regret_agent_0,std_cum_regret_agent_0,mean_reward_agent_1,std_reward_agent_1,mean_cum_regret_agent_1,std_cum_regret_agent_1,prop_action_0_agent_0,prop_action_0_agent_1,prop_action_1_agent_0,prop_action_1_agent_1
32,0.5948103679794183,1.0109440108296481,7.544999999999998,3.150805452578752,0.5829112969487269,1.050639875079469,7.544999999999998,3.150805452578752,0.877,0.849,0.123,0.151
33,0.6012763224735822,1.0246515559384033,7.686799999999998,3.220122010110796,0.5754708871817645,1.0233038330789106,7.686799999999998,3.220122010110796,0.885,0.852,0.115,0.148
34,0.5576745111313218,1.0315213366867495,7.820799999999998,3.2857947836101986,0.5587934977319471,1.016998979643104,7.820799999999998,3.2857947836101986,0.894,0.868,0.106,0.132
35,0.637639929180056,0.9995067348813158,7.9609999999999985,3.359696266033582,0.612775110685572,1.010306516455154,7.9609999999999985,3.359696266033582,0.887,0.87,0.113,0.13
36,0.5924721879181655,1.0929778119986298,8.105199999999998,3.427099788450869,0.5519843410833034,1.0011104942276272,8.105199999999998,3.427099788450869,0.887,0.858,0.113,0.142
37,0.5872481027916879,1.012597331458797,8.228999999999997,3.4813559140082178,0.5653811340742406,1.0366976631549727,8.228999999999997,3.4813559140082178,0.902,0.877,0.098,0.123
38,0.6244513275457685,1.0146803494736463,8.3498,3.5476978394446155,0.5049259119025181,1.021791402258914,8.3498,3.5476978394446155,0.889,0.887,0.111,0.113
39,0.5723785436078174,1.0372509635597478,8.467799999999999,3.6058956113564897,0.5681849275481102,0.99594383054088,8.467799999999999,3.6058956113564897,0.904,0.886,0.096,0.114
40,0.5970612304734181,1.0683606371837813,8.594199999999997,3.6760095701725253,0.5331277109214948,1.0331156491372933,8.594199999999997,3.6760095701725253,0.9,0.876,0.1,0.124
41,0.6100437284665862,0.9934452899143689,8.7182,3.7448082407514534,0.5117313862888264,1.0239998922683382,8.7182,3.7448082407514534,0.905,0.875,0.095,0.125
42,0.6447356898056082,1.0511259789937237,8.8438,3.8166322275010987,0.578578696889944,1.0018277365302615,8.8438,3.8166322275010987,0.907,0.873,0.093,0.127
43,0.5697592069425156,1.0082933961728635,8.9568,3.8712444717429038,0.5265596069974574,1.0226973511757553,8.9568,3.8712444717429038,0.914,0.887,0.086,0.113
44,0.5915864139662965,0.9948532356886676,9.064,3.9166495886152486,0.6198904421161258,1.0318049734115233,9.064,3.9166495886152486,0.917,0.895,0.083,0.105
45,0.5119541550002304,0.9913268150940764,9.168199999999999,3.9634011606194997,0.5776793553206773,1.0070527763375177,9.168199999999999,3.9634011606194997,0.911,0.902,0.089,0.098
46,0.6066243910685194,1.0518254917737577,9.281199999999997,4.024928143457967,0.6290282763948483,1.0122921779511211,9.281199999999997,4.024928143457967,0.903,0.898,0.097,0.102
47,0.613243187824337,1.0613077900426244,9.378599999999999,4.069631683580223,0.5975746401489545,1.0087450876480935,9.378599999999999,4.069631683580223,0.926,0.901,0.074,0.099
48,0.5979095056245418,1.0395679262470667,9.477999999999998,4.1200674751756186,0.5281107188425577,0.9592550692168346,9.477999999999998,4.1200674751756186,0.923,0.902,0.077,0.098
49,0.5653073283208303,0.9776140812991863,9.585799999999999,4.184542789839769,0.5305034588705358,1.0219740749843558,9.585799999999999,4.184542789839769,0.93,0.881,0.07,0.119
50,0.5934689221977242,1.0304989187184428,9.694399999999998,4.2394396610872995,0.587671027112018,1.0402227421588468,9.694399999999998,4.2394396610872995,0.93,0.877,0.07,0.123
51,0.5646778390122811,0.9862701223370545,9.797799999999999,4.28228387195431,0.5955276941469285,0.9889478111366786,9.797799999999999,4.28228387195431,0.921,0.896,0.079,0.104
52,0.5933325089820941,1.0365820792055247,9.891999999999998,4.335714012708864,0.5742702950239318,1.0139832447315684,9.891999999999998,4.335714012708864,0.928,0.907,0.072,0.093
53,0.5669314644731906,1.0417075364220596,9.995399999999998,4.379015738724856,0.5709766639184672,1.0009791255330545,9.995399999999998,4.379015738724856,0.914,0.911,0.086,0.089
54,0.5530087831597352,0.9995606054521695,10.099399999999997,4.4220537807674845,0.5464087916697723,0.9886371421323054,10.099399999999997,4.4220537807674845,0.916,0.904,0.084,0.096
55,0.5718969984451875,1.0049660816821255,10.190999999999999,4.4738304616961075,0.5543119901213441,0.9868485832613831,10.190999999999999,4.4738304616961075,0.918,0.916,0.082,0.084
56,0.6400938284855713,1.0198127791695508,10.281799999999999,4.527832678003904,0.6050903829954987,1.06623522794667,10.281799999999999,4.527832678003904,0.925,0.917,0.075,0.083
57,0.5201951987309926,1.0225828496847187,10.369599999999998,4.565483089444095,0.5891652235196964,1.0218811097636311,10.369599999999998,4.565483089444095,0.917,0.926,0.083,0.074
58,0.5844187564486313,1.0160246148531316,10.459399999999999,4.609107466744511,0.6052659998476172,1.0566390883933405,10.459399999999999,4.609107466744511,0.925,0.916,0.075,0.084
59,0.6073753438813221,0.989363819183881,10.556799999999997,4.64060058182128,0.5349213881261944,1.0675145338884968,10.556799999999997,4.64060058182128,0.925,0.906,0.075,0.094
60,0.6151306592627852,1.0461524423109265,10.658399999999999,4.688738576632312,0.5623731697303911,0.991993935666078,10.658399999999999,4.688738576632312,0.918,0.91,0.082,0.09
61,0.5412675600287971,1.019598703742164,10.756999999999998,4.735216045757576,0.605451959823198,0.9860436339368339,10.756999999999998,4.735216045757576,0.907,0.918,0.093,0.082
62,0.5867780810880644,1.0346030820990761,10.854199999999999,4.787557034647213,0.6005567599030135,1.0178176625616855,10.854199999999999,4.787557034647213,0.924,0.906,0.076,0.094
63,0.5423308413635355,0.9968796378691673,10.9378,4.830123306914639,0.5557538021506562,1.0326190279912835,10.9378,4.830123306914639,0.933,0.925,0.067,0.075
64,0.5996598314290026,1.012418094880002,11.019199999999998,4.876903870284918,0.6276400185311736,1.0442579656898305,11.019199999999998,4.876903870284918,0.923,0.936,0.077,0.064
65,0.5733368695696677,1.0194624599871696,11.111199999999997,4.924659842060161,0.5775858433981406,1.0322426454126126,11.111199999999997,4.924659842060161,0.923,0.921,0.077,0.079
66,0.6022059062294481,0.9668576455024668,11.198799999999997,4.97036000305813,0.5862228481006838,0.9980453116695546,11.198799999999997,4.97036000305813,0.925,0.925,0.075,0.075
67,0.5591288794433711,1.0190327671650958,11.278999999999996,5.017022922012617,0.5698185424613768,1.0271068230067486,11.278999999999996,5.017022922012617,0.938,0.923,0.062,0.077
68,0.6107054556913308,1.0081108664763305,11.347199999999997,5.053586069317511,0.5725547873930728,1.040406466651462,11.347199999999997,5.053586069317511,0.942,0.939,0.058,0.061
69,0.5717583294269553,1.0186979035907713,11.418799999999997,5.102819471625468,0.5629663297452425,0.9930824143466955,11.418799999999997,5.102819471625468,0.943,0.935,0.057,0.065
70,0.5330261985618999,1.0141655838192098,11.499399999999998,5.134097743518332,0.5190553386211018,1.0187293723632538,11.499399999999998,5.134097743518332,0.936,0.923,0.064,0.077
71,0.6216092822464389,0.9958409795680682,11.569399999999998,5.164236985267042,0.6220180586292361,1.0053085843745582,11.569399999999998,5.164236985267042,0.94,0.938,0.06,0.062
72,0.5934100998143063,0.9808456195233647,11.640799999999999,5.187332200659605,0.6713521425348936,1.0392730871604712,11.640799999999999,5.187332200659605,0.937,0.94,0.063,0.06
73,0.5726792403875065,1.0084221928480928,11.7242,5.221430298299501,0.5806230124616658,1.0111754477830637,11.7242,5.221430298299501,0.937,0.92,0.063,0.08
74,0.6103434009509642,0.9920064042962212,11.801999999999998,5.259596562475113,0.5767111411262845,1.0416257846524573,11.801999999999998,5.259596562475113,0.931,0.934,0.069,0.066
75,0.6318168505565227,1.0419706212423616,11.866999999999997,5.298161096078528,0.5975267417590806,0.9744254879109522,11.866999999999997,5.298161096078528,0.948,0.937,0.052,0.063
76,0.5566653394913379,1.030502205064007,11.936,5.337795799766044,0.6253388556388165,1.0236578459915633,11.936,5.337795799766044,0.944,0.937,0.056,0.063
77,0.6046386745114473,0.9957787581438726,12.0112,5.373032156985479,0.5685384566152024,1.0090708917343225,12.0112,5.373032156985479,0.943,0.929,0.057,0.071
78,0.553789017318039,1.0439318442079046,12.0842,5.410204280801237,0.5676856978181083,0.999746143022589,12.0842,5.410204280801237,0.948,0.925,0.052,0.075
79,0.6144251473631875,1.0112515435358267,12.1512,5.445785394229195,0.5456743390889218,1.0610276785165933,12.1512,5.445785394229195,0.944,0.935,0.056,0.065
80,0.6000022888734297,0.9731919079201239,12.207799999999999,5.466404591685474,0.6090096597809734,0.9785210658453326,12.207799999999999,5.466404591685474,0.954,0.945,0.046,0.055
81,0.6042191526256572,1.0349894050466875,12.283,5.498235262336456,0.589122705337307,1.0529634937222114,12.283,5.498235262336456,0.938,0.934,0.062,0.066
82,0.7095313466994217,0.9872636569975946,12.354999999999999,5.5336366884717,0.6113090462151115,1.0477503421531178,12.354999999999999,5.5336366884717,0.935,0.941,0.065,0.059
83,0.5253447065891048,1.00286707855388,12.4218,5.578892789792616,0.5385448636834855,1.0023849901168476,12.4218,5.578892789792616,0.948,0.938,0.052,0.062
84,0.5299858725063733,1.0188252949406573,12.479999999999999,5.614545395666513,0.5959831701800303,0.9789897282499256,12.479999999999999,5.614545395666513,0.946,0.953,0.054,0.047
85,0.5420366245824491,1.019257757719679,12.546199999999999,5.645375590693682,0.605897869029652,1.009840340781773,12.546199999999999,5.645375590693682,0.947,0.94,0.053,0.06
86,0.5754669209881399,1.0368503495795085,12.6078,5.670172762800093,0.6269836993090885,0.9625912636837509,12.6078,5.670172762800093,0.939,0.957,0.061,0.043
87,0.5851929862699407,1.036869940753451,12.666,5.700109121762499,0.5879350360912748,0.9974737841720739,12.666,5.700109121762499,0.948,0.951,0.052,0.049
88,0.6340215187136901,1.0175237157988828,12.729599999999998,5.733773961362624,0.6499925410484562,1.0134663468124019,12.729599999999998,5.733773961362624,0.945,0.941,0.055,0.059
89,0.5661411978194653,0.9883292753174309,12.7882,5.759123263136503,0.6007649737683705,0.9960551906731471,12.7882,5.759123263136503,0.95,0.947,0.05,0.053
90,0.6206696780775305,1.0397214645259225,12.852,5.789543678045796,0.5643293157217562,1.0415357947354529,12.852,5.789543678045796,0.947,0.944,0.053,0.056
91,0.5706274178232302,1.032282227978994,12.9202,5.816314293433605,0.5678165939445937,0.9789746030777082,12.9202,5.816314293433605,0.943,0.934,0.057,0.066
92,0.5901244507110937,1.031927992069817,12.991,5.851109211081267,0.6084377335356124,1.0179019206638193,12.991,5.851109211081267,0.938,0.94,0.062,0.06
93,0.5890826383659301,1.041840132443025,13.046399999999998,5.873595750475176,0.6090091037296982,1.0021668164974984,13.046399999999998,5.873595750475176,0.945,0.96,0.055,0.04
94,0.6243403241625652,1.037723103968324,13.093599999999999,5.902152068525518,0.6381271679511099,1.0458065811902773,13.093599999999999,5.902152068525518,0.952,0.968,0.048,0.032
95,0.6201414471590836,0.9902134876336103,13.156,5.9283441195666144,0.6275672931355685,1.0403215070151948,13.156,5.9283441195666144,0.945,0.951,0.055,0.049
96,0.5942198247066472,1.0058579272787287,13.2114,5.960878294345561,0.6149257521365002,0.9997541743212907,13.2114,5.960878294345561,0.95,0.955,0.05,0.045
97,0.5438904078134535,0.9814519930926462,13.268999999999998,5.990839590574935,0.5950473634896599,1.040245156890085,13.268999999999998,5.990839590574935,0.952,0.948,0.048,0.052
98,0.6098923036361562,0.9880362459957098,13.321399999999997,6.0231106614439724,0.6028346044753563,0.9712241542488678,13.321399999999997,6.0231106614439724,0.953,0.957,0.047,0.043
99,0.6213702045704813,0.9965547887407357,13.3864,6.0580834461073625,0.6191075383491819,1.023239763035247,13.3864,6.0580834461073625,0.94,0.945,0.06,0.055
100,0.6172984653877454,1.0018525678615555,13.433599999999998,6.086002878737411,0.5856713892832263,1.0260608152350685,13.433599999999998,6.086002878737411,0.957,0.963,0.043,0.037
101,0.5712919700292804,0.9953895147317962,13.4856,6.11591633690325,0.5737177071277283,0.9689744220503136,13.4856,6.11591633690325,0.955,0.957,0.045,0.043
102,0.6196090070874157,1.0092760458214818,13.531399999999998,6.133140634291705,0.5975864686227967,0.9745782610681873,13.531399999999998,6.133140634291705,0.963,0.958,0.037,0.042
103,0.6127702369701251,1.0335848588387022,13.582799999999999,6.168081075991143,0.5938349195507686,0.9968449062714613,13.582799999999999,6.168081075991143,0.951,0.958,0.049,0.042
104,0.5408127246800094,0.9768411571073266,13.633199999999999,6.204619066469759,0.5280015957679525,0.9747871744369728,13.633199999999999,6.204619066469759,0.949,0.963,0.051,0.037
105,0.5556593359951492,0.9946730491930117,13.6914,6.239705605234919,0.5751223142194994,1.0621013274620987,13.6914,6.239705605234919,0.941,0.958,0.059,0.042
106,0.6292301702262589,0.9925758817363673,13.740200000000002,6.251731277014398,0.6026477921966205,1.0133551054671117,13.740200000000002,6.251731277014398,0.957,0.959,0.043,0.041
107,0.5587534980950841,1.0490938925185498,13.7896,6.277296539116187,0.6341537932283695,1.0067951939992543,13.7896,6.277296539116187,0.947,0.968,0.053,0.032
108,0.5678419257638375,0.9935549768710367,13.846,6.3099575275908215,0.5717020005600999,1.0352149081401016,13.846,6.3099575275908215,0.948,0.954,0.052,0.046
109,0.5993399683594297,1.021489377478665,13.905,6.335112864030132,0.566818455126087,1.0094355519276226,13.905,6.335112864030132,0.944,0.955,0.056,0.045
110,0.5701403986496009,1.0091586066210652,13.952200000000001,6.345933750048141,0.6131723921931953,0.9846318796131484,13.952200000000001,6.345933750048141,0.955,0.965,0.045,0.035
111,0.607299454268549,1.0092701258394443,14.001399999999999,6.362895413253314,0.5864133059500184,1.001206198386046,14.001399999999999,6.362895413253314,0.961,0.953,0.039,0.047
112,0.5774460687751783,1.0011600154915765,14.055200000000001,6.383371598144673,0.5744814740709392,0.994297029122773,14.055200000000001,6.383371598144673,0.952,0.953,0.048,0.047
113,0.5502164922091829,0.9867868669203947,14.1054,6.394595439900797,0.5411366413647342,0.9682506611958043,14.1054,6.394595439900797,0.959,0.956,0.041,0.044
114,0.5755622871813386,1.0185938365923646,14.158,6.413342030486139,0.5680822477339234,1.0111436182930653,14.158,6.413342030486139,0.95,0.961,0.05,0.039
115,0.5768548663909394,1.0053317553462555,14.219399999999998,6.428839991787016,0.6481449778604238,1.015169670723043,14.219399999999998,6.428839991787016,0.942,0.953,0.058,0.047
116,0.5809268828090146,1.0312499154013415,14.2678,6.442223463991301,0.5593586724815975,1.0196875390154807,14.2678,6.442223463991301,0.955,0.963,0.045,0.037
117,0.6059405640602616,0.9859789615714757,14.320800000000002,6.4527674187126935,0.5777701397517039,1.0236238888564024,14.320800000000002,6.4527674187126935,0.958,0.951,0.042,0.049
118,0.5920249092326526,1.0605860192505907,14.364,6.462555531676311,0.6064936662782988,1.0214742776616232,14.364,6.462555531676311,0.964,0.964,0.036,0.036
119,0.5774229201066385,1.0209705895851446,14.41,6.472753664399726,0.5956081766310717,1.016364092049743,14.41,6.472753664399726,0.956,0.962,0.044,0.038
120,0.5764246080530553,1.0130610537964806,14.4582,6.492180893967764,0.5759760858443226,0.9696481946144874,14.4582,6.492180893967764,0.957,0.96,0.043,0.04
121,0.5424539278184922,1.0130652910643985,14.5172,6.516755646792358,0.6205679078084961,1.0731182669781771,14.5172,6.516755646792358,0.948,0.947,0.052,0.053
122,0.6075418438091363,1.0502508094284855,14.569,6.530375104080935,0.6043878026658935,1.0025194858958029,14.569,6.530375104080935,0.954,0.953,0.046,0.047
123,0.5673304150116201,1.0088088542195777,14.6252,6.551684131580222,0.6160751553722047,1.0537811419104122,14.6252,6.551684131580222,0.943,0.962,0.057,0.038
124,0.5607425425616498,1.0119712684313462,14.6688,6.568749238629839,0.6394833306722023,0.986357647809945,14.6688,6.568749238629839,0.959,0.959,0.041,0.041
125,0.6171811873726218,0.9855531697923758,14.7162,6.580539306166333,0.6301651400818502,1.065684083819281,14.7162,6.580539306166333,0.958,0.963,0.042,0.037
126,0.5989106662817069,0.9644966929476532,14.760599999999998,6.58703025953275,0.6183724435213882,1.004826132223552,14.760599999999998,6.58703025953275,0.956,0.966,0.044,0.034
127,0.6343065251584132,1.0086961690491296,14.806799999999999,6.603328990743994,0.533656464385364,1.0068950730989052,14.806799999999999,6.603328990743994,0.957,0.966,0.043,0.034
128,0.584393472033122,1.0088324418151136,14.8538,6.621421717425956,0.6678437628587044,1.0005784072580681,14.8538,6.621421717425956,0.961,0.958,0.039,0.042
129,0.5692066500426506,1.0340609376683836,14.900799999999998,6.645786587003836,0.6233670182478287,1.0185949085517432,14.900799999999998,6.645786587003836,0.954,0.965,0.046,0.035
130,0.5831403320038041,1.0287490402869546,14.9498,6.654303867422954,0.5644715341451655,1.018266576608629,14.9498,6.654303867422954,0.95,0.963,0.05,0.037
131,0.6259723586581556,1.0024426463882108,14.9982,6.673940122596253,0.6060283235028843,1.053713616313945,14.9982,6.673940122596253,0.956,0.962,0.044,0.038
132,0.6297428306324185,0.9817676002415415,15.049400000000002,6.691654477033321,0.6000551404551243,1.0046591862797227,15.049400000000002,6.691654477033321,0.953,0.959,0.047,0.041
133,0.5467117814130923,0.9961467601097522,15.0922,6.7078416170926465,0.5451129429655669,1.0315612572824273,15.0922,6.7078416170926465,0.95,0.976,0.05,0.024
134,0.5475858821474223,1.011644602039697,15.138200000000001,6.719367586313469,0.584940307906365,1.0159246608170727,15.138200000000001,6.719367586313469,0.96,0.962,0.04,0.038
135,0.5964627364705121,1.0044919757272726,15.1742,6.727669311135922,0.6211467794623432,1.0125479623780085,15.1742,6.727669311135922,0.959,0.981,0.041,0.019
136,0.5749836871049657,0.999055106958938,15.2094,6.736013037398317,0.5847435948810014,0.9920182137239861,15.2094,6.736013037398317,0.963,0.977,0.037,0.023
137,0.5965487896388975,0.995731154530663,15.251800000000001,6.754630764149887,0.5515027435821716,0.9958730014096042,15.251800000000001,6.754630764149887,0.962,0.966,0.038,0.034
138,0.6065397610378749,1.0180105461004594,15.2908,6.773317898932553,0.584966544079254,0.9961444103958287,15.2908,6.773317898932553,0.969,0.966,0.031,0.034
139,0.5598049985452056,0.9706673015639038,15.329600000000003,6.785072132262125,0.6206933843358022,1.0529135067467308,15.329600000000003,6.785072132262125,0.965,0.969,0.035,0.031
140,0.5485395317912073,1.0024370902040343,15.372200000000001,6.795303316261909,0.5621869343159112,1.0064916561840247,15.372200000000001,6.795303316261909,0.959,0.97,0.041,0.03
141,0.6133282636676334,1.0517672560389573,15.414800000000003,6.812249331902064,0.6484659498669737,1.0013878209021194,15.414800000000003,6.812249331902064,0.967,0.962,0.033,0.038
142,0.5730533703365394,0.9847693164253455,15.4572,6.830332946496832,0.5668741625999966,1.0076412751506238,15.4572,6.830332946496832,0.964,0.964,0.036,0.036
143,0.6237818955246742,1.045991218481549,15.503,6.848117332522866,0.6243672170411483,1.0099294465532602,15.503,6.848117332522866,0.96,0.961,0.04,0.039
144,0.547884604838381,1.0058051653750506,15.54,6.861778195191106,0.5725120129762242,1.028686138384555,15.54,6.861778195191106,0.974,0.963,0.026,0.037
145,0.5805889481527526,1.0095528604075816,15.5804,6.874912060528492,0.6481215226638651,1.018486096303061,15.5804,6.874912060528492,0.961,0.969,0.039,0.031
146,0.5827975303998953,0.98843892007986,15.617600000000003,6.880326317842789,0.5894544609549799,0.9988136192604747,15.617600000000003,6.880326317842789,0.965,0.973,0.035,0.027
147,0.6549625606846032,0.9782733213988252,15.652400000000002,6.8862685280201,0.5780281670081824,1.0338976842813805,15.652400000000002,6.8862685280201,0.97,0.972,0.03,0.028
148,0.5943633171595911,0.9885143315100089,15.6852,6.88877499705137,0.6206372526175158,0.9718116263868295,15.6852,6.88877499705137,0.969,0.975,0.031,0.025
149,0.5619498549184027,1.0229213292945074,15.724800000000002,6.896302267157386,0.6052978061472436,1.0003273762025366,15.724800000000002,6.896302267157386,0.966,0.968,0.034,0.032
150,0.6438221071828797,1.0400973685236328,15.768400000000002,6.904366838458115,0.6226806087176867,0.9789047977530752,15.768400000000002,6.904366838458115,0.959,0.967,0.041,0.033
151,0.5703900077978978,0.9753941786701216,15.8114,6.91578412329362,0.5692077426175931,1.0475435735940903,15.8114,6.91578412329362,0.958,0.969,0.042,0.031
152,0.5906665527765451,0.9801311081328236,15.847800000000001,6.928739795951361,0.6169750141352174,1.0072537992086517,15.847800000000001,6.928739795951361,0.961,0.977,0.039,0.023
153,0.5416120270857764,0.9834355769521267,15.892400000000002,6.933208654007184,0.6194807134016282,1.0154604204081974,15.892400000000002,6.933208654007184,0.953,0.97,0.047,0.03
154,0.5549365139457069,0.9951626102424864,15.936200000000001,6.940798913669817,0.614817652920734,1.0116102902291395,15.936200000000001,6.940798913669817,0.96,0.967,0.04,0.033
155,0.6002623342606855,1.0252637468211947,15.9792,6.948672345131847,0.581958031243274,0.9923202909120619,15.9792,6.948672345131847,0.957,0.97,0.043,0.03
156,0.5365356574311532,1.016424739427675,16.023,6.960286703865015,0.5822708675753122,1.039875249407904,16.023,6.960286703865015,0.954,0.973,0.046,0.027
157,0.5881673521381262,1.0180781533305765,16.0618,6.97376661209709,0.5372167818524818,1.0411719996812816,16.0618,6.97376661209709,0.964,0.97,0.036,0.03
158,0.6122639120418133,1.0494424339503867,16.0972,6.9814204972913725,0.5927346432939354,0.9756772559138626,16.0972,6.9814204972913725,0.968,0.973,0.032,0.027
159,0.6102844070902674,1.0155850354945262,16.136400000000002,6.991534526840307,0.5881570010261363,0.9954951408943663,16.136400000000002,6.991534526840307,0.959,0.973,0.041,0.027
160,0.5666431474925607,1.0204187695154785,16.181,6.9969592681392765,0.5790915907310353,0.972834751715896,16.181,6.9969592681392765,0.954,0.969,0.046,0.031
161,0.5808574910874502,1.0222092396706066,16.2176,7.005318710808247,0.6181278123810564,0.9825894493224581,16.2176,7.005318710808247,0.96,0.979,0.04,0.021
162,0.5678765162705413,1.0063278208372413,16.265400000000003,7.012640218918986,0.6060323034692014,1.0139794732555254,16.265400000000003,7.012640218918986,0.956,0.963,0.044,0.037
163,0.5359313642432958,1.0058150973457531,16.3092,7.021902545606861,0.6169917003241978,1.0231041699266843,16.3092,7.021902545606861,0.951,0.976,0.049,0.024
164,0.5916071891827431,0.9965800186125909,16.3538,7.029109869677677,0.6200046668814065,1.0338559655651272,16.3538,7.029109869677677,0.953,0.97,0.047,0.03
