step,mean_reward_agent_0,std_reward_agent_0,mean_cum_regret_agent_0,std_cum_regret_agent_0,mean_reward_agent_1,std_reward_agent_1,mean_cum_regret_agent_1,std_cum_regret_agent_1,prop_action_0_agent_0,prop_action_0_agent_1,prop_action_1_agent_0,prop_action_1_agent_1
36,0.5805420217178653,0.3670965231520162,5.2924,1.200742370369264,0.5519085269610612,0.3714273428590717,5.2924,1.200742370369264,0.95,0.921,0.05,0.079
37,0.5889832576211467,0.36557775688608957,5.3713999999999995,1.222498278117396,0.5706443199679099,0.36042591054014567,5.3713999999999995,1.222498278117396,0.94,0.923,0.06,0.077
38,0.6065326948739869,0.34758504892034775,5.435999999999999,1.24260371800506,0.5780629004269074,0.3481730077227451,5.435999999999999,1.24260371800506,0.953,0.934,0.047,0.066
39,0.5985251605865881,0.3389120066386617,5.5016,1.2554510902460512,0.5829540275515142,0.37396641675713943,5.5016,1.2554510902460512,0.955,0.933,0.045,0.067
40,0.5942384498517169,0.3495813147184791,5.5572,1.2650723931854644,0.5878269615357936,0.361044502129158,5.5572,1.2650723931854644,0.955,0.951,0.045,0.049
41,0.5846035260776915,0.34565364345703264,5.621599999999999,1.2660226854207624,0.5935005824881634,0.3722499427370058,5.621599999999999,1.2660226854207624,0.945,0.945,0.055,0.055
42,0.5922218809429121,0.3615515087306375,5.695599999999999,1.274260821025271,0.5870486159132042,0.38127553953755766,5.695599999999999,1.274260821025271,0.937,0.933,0.063,0.067
43,0.594481444662475,0.35359664074160196,5.758199999999999,1.2814884939007443,0.5884758927587111,0.35218134704134907,5.758199999999999,1.2814884939007443,0.949,0.944,0.051,0.056
44,0.5748884579156577,0.3622575920531426,5.824799999999999,1.2878295539394948,0.6071012425809108,0.3376862827579705,5.824799999999999,1.2878295539394948,0.947,0.938,0.053,0.062
45,0.5819936382874978,0.3606140265835649,5.8938,1.2934146898810135,0.5881752839393765,0.36786310107150555,5.8938,1.2934146898810135,0.941,0.936,0.059,0.064
46,0.5960219756476136,0.35905561422861537,5.9525999999999994,1.3036384621512203,0.5750989146859433,0.3564804998657669,5.9525999999999994,1.3036384621512203,0.948,0.954,0.052,0.046
47,0.593051768056239,0.3512084498690729,6.0093999999999985,1.3128105880133654,0.5944279117092751,0.3667144890538343,6.0093999999999985,1.3128105880133654,0.949,0.955,0.051,0.045
48,0.6054091203479496,0.34778352364231213,6.064799999999999,1.327328504930109,0.5891783408653876,0.35545361143240595,6.064799999999999,1.327328504930109,0.958,0.947,0.042,0.053
49,0.5892385387377186,0.3524139936568383,6.121199999999999,1.3436482277739208,0.5717559892709139,0.34265115436274285,6.121199999999999,1.3436482277739208,0.952,0.946,0.048,0.054
50,0.5809278590358087,0.3567669678858057,6.171399999999998,1.3527535030448075,0.5973327561897017,0.34920659209723565,6.171399999999998,1.3527535030448075,0.957,0.958,0.043,0.042
51,0.5901274846076764,0.3525044696428749,6.224199999999999,1.359387494425338,0.5800458399808004,0.3478815661336758,6.224199999999999,1.359387494425338,0.96,0.952,0.04,0.048
52,0.5970365689121411,0.35971119864672296,6.283399999999999,1.3659738064838574,0.5833718687797759,0.3524689831372346,6.283399999999999,1.3659738064838574,0.956,0.944,0.044,0.056
53,0.5797175445903342,0.3497380599627684,6.333399999999999,1.365314776892127,0.6083197284442085,0.3477063237413732,6.333399999999999,1.365314776892127,0.953,0.961,0.047,0.039
54,0.6025925539869738,0.36035676803382183,6.391999999999999,1.3734103538272886,0.5738603994228191,0.35090138430525736,6.391999999999999,1.3734103538272886,0.959,0.938,0.041,0.062
55,0.5960791767163951,0.3453663495947608,6.439199999999999,1.3758718544980846,0.5998890719322287,0.34221841404649767,6.439199999999999,1.3758718544980846,0.965,0.955,0.035,0.045
56,0.58192050465128,0.3414257811695403,6.481999999999999,1.3830676049998416,0.587585363077325,0.34503709506175995,6.481999999999999,1.3830676049998416,0.973,0.953,0.027,0.047
57,0.5922350972898557,0.3441106090037589,6.527999999999999,1.3960286530010757,0.6161899088352802,0.3462119956611523,6.527999999999999,1.3960286530010757,0.961,0.961,0.039,0.039
58,0.5950160102515863,0.3441923881109654,6.5724,1.39915626003674,0.580270576683255,0.3408068842195951,6.5724,1.39915626003674,0.962,0.96,0.038,0.04
59,0.5889045916330673,0.34991442709469406,6.6213999999999995,1.4137828829067065,0.591428753094096,0.34908484889554753,6.6213999999999995,1.4137828829067065,0.963,0.95,0.037,0.05
60,0.6011429270870053,0.3469409498974093,6.671999999999998,1.4256563400763866,0.604465653902393,0.345379103781693,6.671999999999998,1.4256563400763866,0.957,0.956,0.043,0.044
61,0.5732141659263659,0.3363064410844167,6.711799999999998,1.437644170161726,0.5888970036794212,0.32939669156510115,6.711799999999998,1.437644170161726,0.969,0.962,0.031,0.038
62,0.5984519604762472,0.348590977757237,6.7608,1.449490724358041,0.5920102342425496,0.3403130582372237,6.7608,1.449490724358041,0.958,0.959,0.042,0.041
63,0.5717357107826191,0.342033477657376,6.8043999999999984,1.4596097560649552,0.6041830512178553,0.35468868198405773,6.8043999999999984,1.4596097560649552,0.961,0.965,0.039,0.035
64,0.5829165080533081,0.3578850143526371,6.845999999999998,1.4697904612562969,0.5773528151876861,0.3428234642054881,6.845999999999998,1.4697904612562969,0.964,0.964,0.036,0.036
65,0.5753510942097025,0.3448949480084606,6.887199999999999,1.4796202756112793,0.5735667826517596,0.3298781917064806,6.887199999999999,1.4796202756112793,0.964,0.966,0.036,0.034
66,0.5907653655478484,0.34803006999804603,6.932199999999999,1.484992646446439,0.5839895629297189,0.3542258960894948,6.932199999999999,1.484992646446439,0.965,0.96,0.035,0.04
67,0.6054094399735419,0.32934940844307675,6.971799999999999,1.4908671168149084,0.5881727770842742,0.34565145566409394,6.971799999999999,1.4908671168149084,0.973,0.961,0.027,0.039
68,0.580365077999447,0.3380413992049147,7.011399999999997,1.4924041141728326,0.5724350600059647,0.34542908340419665,7.011399999999997,1.4924041141728326,0.969,0.961,0.031,0.039
69,0.5809020745163869,0.3504094405145184,7.061999999999999,1.5062523029028032,0.5920030023785116,0.35012281219380653,7.061999999999999,1.5062523029028032,0.96,0.953,0.04,0.047
70,0.5806873302331282,0.32886674773186503,7.100199999999999,1.5107349072554053,0.5909245011782646,0.3391856028064667,7.100199999999999,1.5107349072554053,0.958,0.973,0.042,0.027
71,0.6110429997892775,0.3402653171149733,7.137999999999998,1.5178919592645579,0.5758040025613179,0.3506109919853244,7.137999999999998,1.5178919592645579,0.972,0.961,0.028,0.039
72,0.6025856757900557,0.33817314814842564,7.182999999999999,1.5206810974033964,0.5782715674021629,0.3572609949853912,7.182999999999999,1.5206810974033964,0.967,0.958,0.033,0.042
73,0.5883896160462377,0.33545858392290967,7.229799999999999,1.5335292498025583,0.5986127198769959,0.35254211882892084,7.229799999999999,1.5335292498025583,0.954,0.968,0.046,0.032
74,0.5931023085942797,0.34081255747350747,7.264199999999999,1.5462206698915901,0.5935830691002609,0.334450005958359,7.264199999999999,1.5462206698915901,0.973,0.967,0.027,0.033
75,0.6050506247483236,0.34586294196359957,7.307999999999998,1.5494824942541292,0.6012873972554451,0.3357854305401169,7.307999999999998,1.5494824942541292,0.965,0.962,0.035,0.038
76,0.6088315430152386,0.35277199779243107,7.351199999999999,1.5526038000726385,0.5777432609624855,0.3514672523044791,7.351199999999999,1.5526038000726385,0.968,0.96,0.032,0.04
77,0.5743272800382674,0.358084710890429,7.393599999999998,1.556213044541138,0.6025012263994775,0.3484851930791801,7.393599999999998,1.556213044541138,0.959,0.969,0.041,0.031
78,0.5902307385310732,0.3368127395459085,7.435599999999998,1.5634873328556256,0.5967023712871914,0.3344052137957386,7.435599999999998,1.5634873328556256,0.952,0.974,0.048,0.026
79,0.5904518033862599,0.33615217302785166,7.4735999999999985,1.566506635798265,0.5843396212980286,0.3354765450486988,7.4735999999999985,1.566506635798265,0.971,0.963,0.029,0.037
80,0.5791339265140023,0.32927426159714807,7.503199999999998,1.5723580253873473,0.5928742681554111,0.33481981294448543,7.503199999999998,1.5723580253873473,0.973,0.975,0.027,0.025
81,0.5915870561157871,0.3452973266521743,7.535999999999998,1.5765988709877974,0.6014682297053263,0.3316326568334863,7.535999999999998,1.5765988709877974,0.97,0.974,0.03,0.026
82,0.6005971057968998,0.3336605302214113,7.573999999999998,1.5826951696394342,0.599802241291649,0.3374268200765706,7.573999999999998,1.5826951696394342,0.967,0.967,0.033,0.033
83,0.5958685412163794,0.3413738974983543,7.609199999999998,1.5827808945018251,0.5964796027953642,0.3412024377420159,7.609199999999998,1.5827808945018251,0.965,0.975,0.035,0.025
84,0.6190735767472825,0.34542511236844137,7.650599999999999,1.591791330545558,0.583777195198579,0.3371581955086042,7.650599999999999,1.591791330545558,0.973,0.958,0.027,0.042
85,0.5791881821274372,0.3392769211944536,7.692999999999998,1.59910943965696,0.5959414448893499,0.34963739972503394,7.692999999999998,1.59910943965696,0.963,0.965,0.037,0.035
86,0.6160801319006589,0.3325548428678317,7.725999999999999,1.6082673907034233,0.5893752438520187,0.333753869309917,7.725999999999999,1.6082673907034233,0.973,0.972,0.027,0.028
87,0.5990324782860255,0.34317502493474505,7.768999999999998,1.6175163059456301,0.585499812502512,0.3243847624053051,7.768999999999998,1.6175163059456301,0.964,0.963,0.036,0.037
88,0.5966529736400725,0.33483167295357963,7.804199999999999,1.6246668458487104,0.5793988715199805,0.3415768821556378,7.804199999999999,1.6246668458487104,0.971,0.969,0.029,0.031
89,0.5813948473157523,0.33822604282838964,7.842999999999998,1.6355888847751432,0.5820980801771433,0.34504641072538955,7.842999999999998,1.6355888847751432,0.97,0.964,0.03,0.036
90,0.585471621762546,0.34092428424585863,7.875999999999999,1.6474416529880496,0.6096406322344097,0.3459808944323819,7.875999999999999,1.6474416529880496,0.972,0.973,0.028,0.027
91,0.6125425003505616,0.3327847940272361,7.910799999999998,1.6533249408389137,0.5938901739433888,0.3366488587295709,7.910799999999998,1.6533249408389137,0.977,0.965,0.023,0.035
92,0.5963451624689696,0.3422523004895523,7.935799999999999,1.653093572669133,0.5896841525332618,0.3342713105773024,7.935799999999999,1.653093572669133,0.977,0.98,0.023,0.02
93,0.6056672177067353,0.337735430326812,7.968399999999998,1.6659296023541923,0.5899156993479652,0.3404392037935778,7.968399999999998,1.6659296023541923,0.974,0.969,0.026,0.031
94,0.5962805353704715,0.3335686909693046,8.008199999999999,1.6653086080363595,0.5875662626926829,0.343987007788525,8.008199999999999,1.6653086080363595,0.967,0.964,0.033,0.036
95,0.6008682332592982,0.3440959734245181,8.039799999999998,1.6651414234232471,0.5842263062022788,0.32215047324531204,8.039799999999998,1.6651414234232471,0.971,0.975,0.029,0.025
96,0.6002825407890284,0.3321140093339452,8.065999999999999,1.6621323653668494,0.5858556074458968,0.3234244823740719,8.065999999999999,1.6621323653668494,0.984,0.971,0.016,0.029
97,0.5956123136669637,0.33936919445341174,8.102399999999998,1.6647865448759482,0.6087397098637941,0.3393522168958025,8.102399999999998,1.6647865448759482,0.97,0.968,0.03,0.032
98,0.5946330402553318,0.35209322710183477,8.134799999999997,1.6739142630373867,0.6039689537220957,0.3426005828871607,8.134799999999997,1.6739142630373867,0.976,0.97,0.024,0.03
99,0.5779054255252496,0.34764502914189027,8.164599999999998,1.6809719926280737,0.599319751817161,0.32452637754799385,8.164599999999998,1.6809719926280737,0.966,0.983,0.034,0.017
100,0.607100971342171,0.3451732954403274,8.197999999999999,1.6911995742667385,0.58805886991595,0.3417828257710534,8.197999999999999,1.6911995742667385,0.973,0.97,0.027,0.03
101,0.5861563360351552,0.3371684162087312,8.233799999999997,1.6954107348958238,0.5754976976616071,0.3326532617080164,8.233799999999997,1.6954107348958238,0.971,0.968,0.029,0.032
102,0.5952004222264268,0.33958155325959577,8.265999999999998,1.6933883193172194,0.6000102262591893,0.3341404342416242,8.265999999999998,1.6933883193172194,0.975,0.97,0.025,0.03
103,0.5981473566438,0.345269953396851,8.301199999999998,1.7040653039129685,0.5859595197459203,0.32993043465622196,8.301199999999998,1.7040653039129685,0.965,0.975,0.035,0.025
104,0.5785078854182,0.3433798758310533,8.333599999999997,1.7111841046480059,0.6000982640078738,0.33724641066485384,8.333599999999997,1.7111841046480059,0.974,0.972,0.026,0.028
105,0.5908533370195942,0.33570229536131585,8.365399999999998,1.7222899988097236,0.5885924389505567,0.3462638419350281,8.365399999999998,1.7222899988097236,0.981,0.966,0.019,0.034
106,0.5944262462938912,0.33923846023667553,8.395999999999997,1.7272591004247153,0.603504962872539,0.349418061855953,8.395999999999997,1.7272591004247153,0.972,0.977,0.028,0.023
107,0.5879992681673056,0.33720185061220154,8.4272,1.7395804551672789,0.5981927235513238,0.3242869882611956,8.4272,1.7395804551672789,0.971,0.977,0.029,0.023
108,0.5830427186787049,0.3442321883061615,8.458399999999997,1.7405371125029185,0.6003481421673298,0.3434737787711033,8.458399999999997,1.7405371125029185,0.972,0.976,0.028,0.024
109,0.6063421936974549,0.3366371711529902,8.487199999999998,1.745667826363308,0.6066403479493135,0.3286270029041902,8.487199999999998,1.745667826363308,0.974,0.978,0.026,0.022
110,0.5948207943183728,0.3343317361888994,8.518999999999998,1.757532076520937,0.5819360727375263,0.328759412548467,8.518999999999998,1.757532076520937,0.977,0.97,0.023,0.03
111,0.6077731271993061,0.34749905045344853,8.552999999999999,1.76113344184931,0.5922212426001094,0.3502926583632496,8.552999999999999,1.76113344184931,0.972,0.97,0.028,0.03
112,0.5793128476313716,0.33891744204471574,8.585799999999997,1.7549468254052591,0.5994996378786004,0.3364664314759233,8.585799999999997,1.7549468254052591,0.97,0.974,0.03,0.026
113,0.5882408047563488,0.33770979680256524,8.618599999999999,1.7593902466479678,0.580220219756228,0.3328788691550802,8.618599999999999,1.7593902466479678,0.972,0.972,0.028,0.028
114,0.5948725597684329,0.33936139758846934,8.647399999999998,1.7591910754662203,0.5933199205362584,0.34065699952906203,8.647399999999998,1.7591910754662203,0.977,0.975,0.023,0.025
115,0.5852522033246073,0.332944234656359,8.6808,1.760872329273192,0.5986649853220871,0.3432966495204299,8.6808,1.760872329273192,0.974,0.969,0.026,0.031
116,0.5811778637840181,0.3324722230340954,8.702399999999997,1.758929856475237,0.5926115928688614,0.32953636024436544,8.702399999999997,1.758929856475237,0.985,0.979,0.015,0.021
117,0.5925252924453105,0.3413481880376447,8.7318,1.7647064231763867,0.5890253879508587,0.3366126381354665,8.7318,1.7647064231763867,0.979,0.972,0.021,0.028
118,0.5936522778407407,0.33240507345751585,8.768199999999997,1.7629488818454142,0.5894783310318343,0.33231240253352845,8.768199999999997,1.7629488818454142,0.97,0.968,0.03,0.032
119,0.5825250240123746,0.3373437612571908,8.796399999999998,1.7642865526892157,0.6135588083993399,0.3370326167740885,8.796399999999998,1.7642865526892157,0.968,0.985,0.032,0.015
120,0.5822353454327835,0.33046510904654447,8.816199999999998,1.7679189913567863,0.6001774961577193,0.3369358872817293,8.816199999999998,1.7679189913567863,0.982,0.985,0.018,0.015
121,0.6107642075318456,0.33783806891205764,8.8478,1.7786048352571173,0.5846072638394935,0.33918993354771787,8.8478,1.7786048352571173,0.972,0.974,0.028,0.026
122,0.6123284982512605,0.33788512717832964,8.876999999999997,1.7864688634286343,0.6000165743024073,0.33619167020250634,8.876999999999997,1.7864688634286343,0.974,0.976,0.026,0.024
123,0.5846981894244914,0.32182853093871566,8.894199999999998,1.793735309347507,0.5986036581860978,0.3119587744837941,8.894199999999998,1.793735309347507,0.988,0.982,0.012,0.018
124,0.5933721772951798,0.32792182697008493,8.921799999999998,1.7985562988130221,0.5854288045449387,0.32033237100564244,8.921799999999998,1.7985562988130221,0.976,0.978,0.024,0.022
125,0.5834731583385664,0.32834061088773514,8.946999999999997,1.8020074916603417,0.5991516018886812,0.33193258124506875,8.946999999999997,1.8020074916603417,0.978,0.98,0.022,0.02
126,0.597733746219822,0.3380174069399875,8.9728,1.804743793451025,0.6022444463711083,0.3332748229440742,8.9728,1.804743793451025,0.978,0.979,0.022,0.021
127,0.6176598495854201,0.3274934779248919,8.996599999999999,1.8067065173956718,0.6028871475869982,0.3355174230445906,8.996599999999999,1.8067065173956718,0.977,0.982,0.023,0.018
128,0.6092701828457131,0.3386354244610276,9.022999999999998,1.8071610332231038,0.6023994884472105,0.3440881696346879,9.022999999999998,1.8071610332231038,0.981,0.975,0.019,0.025
129,0.5950364826220066,0.34322267041335724,9.0506,1.8071966246095073,0.593769497612874,0.3294338721894261,9.0506,1.8071966246095073,0.981,0.973,0.019,0.027
130,0.5927270643965822,0.3394991191731653,9.074999999999996,1.8132884491994088,0.607637886825741,0.31513976446501596,9.074999999999996,1.8132884491994088,0.975,0.983,0.025,0.017
131,0.6144044485421688,0.33966515586439217,9.103799999999998,1.8230923070431724,0.5877842821518038,0.32762484604927006,9.103799999999998,1.8230923070431724,0.979,0.973,0.021,0.027
132,0.591156751377738,0.33452557846187136,9.128399999999997,1.8267548932464903,0.5945341302627286,0.3406463704124089,9.128399999999997,1.8267548932464903,0.984,0.975,0.016,0.025
133,0.6096841955756086,0.32226978625303176,9.149999999999997,1.8308194886443603,0.5960495020207418,0.3331711824188403,9.149999999999997,1.8308194886443603,0.984,0.98,0.016,0.02
134,0.6299150348940452,0.32536451563389074,9.170999999999998,1.8384991161270645,0.5991220575107137,0.32497954793258466,9.170999999999998,1.8384991161270645,0.987,0.978,0.013,0.022
135,0.5997684065160528,0.3360924681007991,9.193799999999998,1.8369544251287229,0.5763054790970275,0.33687015910504065,9.193799999999998,1.8369544251287229,0.986,0.976,0.014,0.024
136,0.5932804914541052,0.32916337901281956,9.2128,1.8432569435648403,0.6169358698943721,0.3192556442596774,9.2128,1.8432569435648403,0.987,0.98,0.013,0.02
137,0.5811492775464622,0.3229240086279721,9.239199999999997,1.8497738672605355,0.6026554427287114,0.3509188892944535,9.239199999999997,1.8497738672605355,0.975,0.981,0.025,0.019
138,0.6006706722611225,0.3635029743700096,9.2656,1.8500207133975546,0.6021151779448278,0.3417013589578385,9.2656,1.8500207133975546,0.977,0.975,0.023,0.025
139,0.5927167699549538,0.32108676355409477,9.286799999999998,1.854827690110323,0.5988398866456218,0.321778751739297,9.286799999999998,1.854827690110323,0.98,0.982,0.02,0.018
140,0.6077532623966738,0.3361960986203091,9.306999999999997,1.8524446010609863,0.5866821895327037,0.3349516872706497,9.306999999999997,1.8524446010609863,0.981,0.984,0.019,0.016
141,0.6131027425658189,0.3259851798836717,9.327399999999997,1.856720021974233,0.5873633935593594,0.3289829027453904,9.327399999999997,1.856720021974233,0.987,0.979,0.013,0.021
142,0.5887618173251321,0.3306346608137848,9.344799999999998,1.854441414550483,0.5887548143530438,0.3287071949962246,9.344799999999998,1.854441414550483,0.988,0.983,0.012,0.017
143,0.5919525841083529,0.3284740558069496,9.370999999999997,1.8556936708411753,0.5831073804824709,0.3484467547951028,9.370999999999997,1.8556936708411753,0.978,0.977,0.022,0.023
144,0.6143611177855814,0.31774504960204963,9.3906,1.8578136720349532,0.5629179834792581,0.3473516747635184,9.3906,1.8578136720349532,0.986,0.98,0.014,0.02
145,0.6189179265932633,0.32708542171327204,9.410399999999997,1.8579698167623706,0.5683213804863287,0.33007437795323086,9.410399999999997,1.8579698167623706,0.987,0.98,0.013,0.02
146,0.5927610877983116,0.3143905792160678,9.430199999999997,1.8604321970982969,0.5989109843437943,0.32572521207999183,9.430199999999997,1.8604321970982969,0.985,0.982,0.015,0.018
147,0.580309554233967,0.3343941880773881,9.451199999999996,1.8661239401497416,0.5982311953625952,0.3371762145565991,9.451199999999996,1.8661239401497416,0.983,0.982,0.017,0.018
148,0.5873339443382178,0.3324177323391028,9.476999999999999,1.868740484925608,0.5938650605944966,0.333438536645638,9.476999999999999,1.868740484925608,0.979,0.978,0.021,0.022
149,0.5928286797170081,0.342474045223552,9.492399999999998,1.8688237584106204,0.6128795538457992,0.31725094509704155,9.492399999999998,1.8688237584106204,0.986,0.987,0.014,0.013
150,0.6017358809712043,0.3259637236146127,9.515799999999997,1.8656233167496585,0.590059462384947,0.3310123069336881,9.515799999999997,1.8656233167496585,0.979,0.982,0.021,0.018
151,0.5899172047296966,0.3221666812180005,9.536599999999998,1.8681810511832082,0.6075164660212639,0.3262155408067528,9.536599999999998,1.8681810511832082,0.982,0.982,0.018,0.018
152,0.6067812680288989,0.3281961253083069,9.556399999999998,1.8673026107195365,0.6053387213821853,0.3399730523828436,9.556399999999998,1.8673026107195365,0.985,0.982,0.015,0.018
153,0.589931727955445,0.3393783040918213,9.576199999999996,1.8734656548760098,0.5936929841829256,0.3423193172991627,9.576199999999996,1.8734656548760098,0.987,0.98,0.013,0.02
154,0.5928308496420329,0.3133598934002878,9.594799999999996,1.882650514567161,0.5974306691129972,0.31735417643473385,9.594799999999996,1.882650514567161,0.986,0.983,0.014,0.017
155,0.5626025769585242,0.3296733850807667,9.622399999999997,1.8888245657021714,0.5882557739623759,0.3259171608522146,9.622399999999997,1.8888245657021714,0.976,0.978,0.024,0.022
156,0.5913640908393831,0.327311389788508,9.646399999999998,1.898969994497016,0.5905730673402646,0.3196775905183604,9.646399999999998,1.898969994497016,0.972,0.988,0.028,0.012
157,0.5961419486455757,0.3346668057106025,9.668599999999998,1.9047661378762477,0.6030542472682432,0.3291304376501921,9.668599999999998,1.9047661378762477,0.981,0.982,0.019,0.018
158,0.5871512544237951,0.3348122609378316,9.694199999999997,1.905226065326631,0.5953313397561221,0.3364290170012863,9.694199999999997,1.905226065326631,0.977,0.979,0.023,0.021
