step,mean_reward_agent_0,std_reward_agent_0,mean_cum_reward_agent_0,std_cum_reward_agent_0,mean_inst_regret_agent_0,std_inst_regret_agent_0,mean_cum_regret_agent_0,std_cum_regret_agent_0,mean_reward_agent_1,std_reward_agent_1,mean_cum_reward_agent_1,std_cum_reward_agent_1,mean_inst_regret_agent_1,std_inst_regret_agent_1,mean_cum_regret_agent_1,std_cum_regret_agent_1,prop_action_0_agent_0,prop_action_0_agent_1,prop_action_1_agent_0,prop_action_1_agent_1
0,0.6038589794077202,0.10021327070456611,0.6038589794077202,0.10021327070456611,0.3961410205922798,0.10021327070456612,0.3961410205922798,0.10021327070456612,0.6017432811236693,0.09758303314841721,0.6017432811236693,0.09758303314841721,0.39825671887633074,0.09758303314841721,0.39825671887633074,0.09758303314841721,1.0,1.0,0.0,0.0
1,0.999627726714631,0.09789326353420026,1.6034867061223512,0.1395031143901913,0.00037227328536907213,0.09789326353420026,0.39651329387764894,0.1395031143901913,0.003682117487319826,0.09915783870400112,0.6054253986109891,0.14075633995661235,0.9963178825126802,0.09915783870400112,1.394574601389011,0.14075633995661235,1.0,0.0,0.0,1.0
2,-0.00018408636506222448,0.09747488945145868,1.603302619757289,0.16805742120783132,1.0001840863650622,0.09747488945145867,1.396697380242711,0.16805742120783132,0.9981915611813107,0.10015719063522648,1.6036169597922998,0.1713140210262744,0.0018084388186892513,0.10015719063522648,1.3963830402077002,0.1713140210262744,0.0,1.0,1.0,0.0
3,0.1998952713989443,0.10044849074122116,1.8031978911562332,0.19201099602485427,0.8001047286010557,0.10044849074122116,2.196802108843767,0.19201099602485427,0.19975233795106542,0.10137213965376693,1.8033692977433653,0.1940456306602791,0.8002476620489346,0.10137213965376694,2.196630702256635,0.1940456306602791,0.0,0.0,1.0,1.0
4,0.43604177288783735,0.29040644027689466,2.2392396640440704,0.34391318944692967,0.5639582271121627,0.29040644027689466,2.7607603359559296,0.34391318944692967,0.7060984901539322,0.20706586206373945,2.509467787897297,0.29182298232585585,0.2939015098460678,0.20706586206373945,2.490532212102703,0.29182298232585585,0.727,1.0,0.273,0.0
5,0.4440606466665662,0.30107019811712427,2.683300310710637,0.4351970785880629,0.5559393533334338,0.30107019811712427,3.316699689289363,0.4351970785880629,0.6892305314527369,0.24369646432037245,3.1986983193500347,0.34961148218366656,0.31076946854726306,0.24369646432037245,2.8013016806499653,0.34961148218366656,0.713,0.96,0.287,0.04
6,0.4989173814760151,0.3522247287037857,3.182217692186652,0.4813538319775489,0.5010826185239848,0.3522247287037857,3.817782307813348,0.4813538319775489,0.566522644317259,0.34400278926464284,3.7652209636672933,0.39147327885368394,0.43347735568274104,0.34400278926464284,3.2347790363327067,0.39147327885368394,0.696,0.766,0.304,0.234
7,0.5533776069155005,0.3406868850902572,3.735595299102153,0.5333992429836092,0.4466223930844993,0.3406868850902572,4.264404700897847,0.5333992429836093,0.5167715053937547,0.3433494181563987,4.281992469061048,0.38836933149132,0.48322849460624523,0.3433494181563987,3.718007530938952,0.3883693314913201,0.758,0.719,0.242,0.281
8,0.511848383748476,0.32823930340525587,4.247443682850628,0.5879462726377581,0.4881516162515241,0.32823930340525587,4.752556317149371,0.5879462726377582,0.5867846826544257,0.31970565066902534,4.8687771517154745,0.42369546836662914,0.41321531734557426,0.31970565066902534,4.1312228482845255,0.42369546836662914,0.749,0.828,0.251,0.172
9,0.5180826465936706,0.3201949310069243,4.7655263294443,0.6171347437252804,0.48191735340632924,0.3201949310069243,5.2344736705557,0.6171347437252805,0.5802065802754514,0.31084513062469077,5.448983731990926,0.43440927109384964,0.4197934197245487,0.31084513062469077,4.551016268009074,0.43440927109384964,0.759,0.824,0.241,0.176
10,0.505723133020292,0.3005378349998649,5.271249462464591,0.6509067577260743,0.49427686697970796,0.3005378349998649,5.728750537535409,0.6509067577260743,0.6110468685074253,0.2802422765915688,6.06003060049835,0.46690509089107846,0.3889531314925747,0.2802422765915688,4.93996939950165,0.46690509089107846,0.773,0.884,0.227,0.116
11,0.5329285509727623,0.29451440266265727,5.804178013437353,0.6609655829525366,0.46707144902723774,0.2945144026626572,6.195821986562647,0.6609655829525366,0.5965227010941399,0.2830360821896801,6.65655330159249,0.4689474004141578,0.40347729890586015,0.2830360821896801,5.34344669840751,0.46894740041415783,0.806,0.872,0.194,0.128
12,0.5100629811211091,0.29516969556066996,6.314240994558462,0.6923044190568395,0.48993701887889085,0.29516969556066996,6.685759005441538,0.6923044190568395,0.6129064493034521,0.27335302137568585,7.269459750895943,0.4904207466772357,0.38709355069654805,0.27335302137568585,5.730540249104057,0.49042074667723573,0.786,0.892,0.214,0.108
