step,mean_reward_agent_0,std_reward_agent_0,mean_cum_reward_agent_0,std_cum_reward_agent_0,mean_inst_regret_agent_0,std_inst_regret_agent_0,mean_cum_regret_agent_0,std_cum_regret_agent_0,mean_reward_agent_1,std_reward_agent_1,mean_cum_reward_agent_1,std_cum_reward_agent_1,mean_inst_regret_agent_1,std_inst_regret_agent_1,mean_cum_regret_agent_1,std_cum_regret_agent_1,prop_action_0_agent_0,prop_action_0_agent_1,prop_action_1_agent_0,prop_action_1_agent_1,prop_action_2_agent_0,prop_action_2_agent_1
0,0.9662293784185899,1.0037394236277861,0.9662293784185899,1.0037394236277861,0.033770621581410094,1.0037394236277863,0.033770621581410094,1.0037394236277863,0.9541763102971379,0.970814041183985,0.9541763102971379,0.970814041183985,0.04582368970286214,0.970814041183985,0.04582368970286214,0.970814041183985,1.0,1.0,0.0,0.0,0.0,0.0
1,0.015751681659969166,0.9789607034567371,0.981981060078559,1.368958071696079,0.9842483183400309,0.9789607034567372,1.018018939921441,1.368958071696079,-0.03849552698966871,0.980380322387084,0.9156807833074692,1.3986558397184035,1.0384955269896687,0.980380322387084,1.084319216692531,1.3986558397184035,1.0,0.0,0.0,1.0,0.0,0.0
2,0.7040531617660808,0.9720407564546406,1.68603422184464,1.688463015494122,0.2959468382339191,0.9720407564546406,1.3139657781553602,1.688463015494122,0.7488199505801406,0.9986757524007286,1.6645007338876099,1.6971557813562559,0.2511800494198594,0.9986757524007286,1.3354992661123901,1.6971557813562559,1.0,0.0,0.0,0.0,0.0,1.0
3,0.030673811017899802,0.9967169325832717,1.7167080328625397,1.8919072377741857,0.9693261889821002,0.9967169325832717,2.28329196713746,1.8919072377741857,0.014545816656043865,0.9626973665319071,1.6790465505436536,1.9709203699719868,0.9854541833439562,0.9626973665319071,2.3209534494563466,1.9709203699719868,0.0,1.0,1.0,0.0,0.0,0.0
4,0.9156952718426942,0.9961014511603821,2.6324033047052344,2.120188089342163,0.08430472815730583,0.9961014511603821,2.367596695294766,2.120188089342163,0.8946615952031737,0.9942749027419845,2.5737081457468274,2.1872985415603186,0.10533840479682631,0.9942749027419845,2.4262918542531726,2.1872985415603186,0.0,0.0,1.0,1.0,0.0,0.0
5,0.7159878067127372,1.0080905231502666,3.3483911114179707,2.32169410871719,0.2840121932872628,1.0080905231502666,2.6516088885820293,2.32169410871719,0.6609716946513079,1.0377024682430867,3.2346798403981354,2.422104091836816,0.33902830534869205,1.0377024682430867,2.765320159601865,2.422104091836816,0.0,0.0,1.0,0.0,0.0,1.0
6,0.7118445230178291,1.0252484784200577,4.0602356344358,2.5432521355427213,0.2881554769821711,1.0252484784200577,2.9397643655642,2.5432521355427213,0.7642017511470272,0.9863471020898427,3.9988815915451625,2.584582759144883,0.2357982488529728,0.9863471020898427,3.0011184084548375,2.584582759144883,0.0,1.0,0.0,0.0,1.0,0.0
7,0.7446023251592635,1.0279048163996387,4.804837959595064,2.813333040266436,0.25539767484073644,1.0279048163996387,3.195162040404936,2.813333040266436,0.7606880272585101,0.9920016458588439,4.759569618803673,2.781226768151806,0.23931197274148985,0.9920016458588439,3.2404303811963278,2.781226768151806,0.0,0.0,0.0,1.0,1.0,0.0
8,0.8837532214221735,1.0269659029637463,5.6885911810172365,3.011454839543573,0.11624677857782649,1.0269659029637463,3.3114088189827635,3.011454839543573,0.8116920592550957,0.9955987009742904,5.571261678058769,2.9881748100343515,0.18830794074490437,0.9955987009742904,3.4287383219412315,2.9881748100343515,0.0,0.0,0.0,0.0,1.0,1.0
9,0.6548802955894505,1.0576084599021907,6.343471476606688,3.1793897704152543,0.34511970441054957,1.0576084599021907,3.6565285233933125,3.1793897704152543,0.6946235860075308,1.039271553477685,6.265885264066299,3.1860007065870435,0.3053764139924692,1.039271553477685,3.734114735933701,3.1860007065870435,0.26,0.288,0.282,0.281,0.458,0.431
