step,mean_reward_agent_0,std_reward_agent_0,mean_cum_reward_agent_0,std_cum_reward_agent_0,mean_inst_regret_agent_0,std_inst_regret_agent_0,mean_cum_regret_agent_0,std_cum_regret_agent_0,mean_reward_agent_1,std_reward_agent_1,mean_cum_reward_agent_1,std_cum_reward_agent_1,mean_inst_regret_agent_1,std_inst_regret_agent_1,mean_cum_regret_agent_1,std_cum_regret_agent_1,prop_action_0_agent_0,prop_action_0_agent_1,prop_action_1_agent_0,prop_action_1_agent_1,prop_action_2_agent_0,prop_action_2_agent_1
0,0.9627258278806159,0.9997897886852708,0.9627258278806159,0.9997897886852708,0.03727417211938418,0.9997897886852708,0.03727417211938418,0.9997897886852708,1.000654705901043,0.9794361250023491,1.000654705901043,0.9794361250023491,-0.0006547059010429841,0.9794361250023491,-0.0006547059010429841,0.9794361250023491,1.0,1.0,0.0,0.0,0.0,0.0
1,0.01369976202566512,0.960691062940872,0.9764255899062809,1.3877016124687902,0.986300237974335,0.960691062940872,1.023574410093719,1.3877016124687902,-0.005866829894690273,1.0015322048857103,0.9947878760063527,1.3861251652730153,1.0058668298946902,1.0015322048857103,1.0052121239936473,1.3861251652730153,1.0,0.0,0.0,1.0,0.0,0.0
2,0.7818037613636545,1.0178303364670855,1.7582293512699356,1.696709829809517,0.21819623863634546,1.0178303364670855,1.2417706487300646,1.696709829809517,0.7644726526711727,1.0011592993327971,1.7592605286775254,1.7306040639835187,0.23552734732882719,1.0011592993327971,1.2407394713224744,1.7306040639835187,1.0,0.0,0.0,0.0,0.0,1.0
3,-0.004178920530375418,1.0060262640375481,1.7540504307395601,1.9930430701905042,1.0041789205303755,1.0060262640375481,2.2459495692604396,1.9930430701905042,-0.02163022683635362,0.9536658990322764,1.7376303018411718,1.9599686888460963,1.0216302268363537,0.9536658990322764,2.262369698158828,1.9599686888460963,0.0,1.0,1.0,0.0,0.0,0.0
4,0.8788813081885862,0.997772412052988,2.632931738928146,2.226158107724059,0.12111869181141369,0.997772412052988,2.3670682610718536,2.2261581077240593,0.8682955653490801,0.9796982558395494,2.605925867190252,2.193695790360646,0.13170443465091997,0.9796982558395495,2.394074132809748,2.193695790360646,0.0,0.0,1.0,1.0,0.0,0.0
5,0.7602670568414224,0.99821601939003,3.393198795769569,2.426167572421961,0.23973294315857765,0.99821601939003,2.606801204230431,2.426167572421961,0.7906583389838995,0.9669516574617188,3.3965842061741514,2.3742887516232267,0.20934166101610044,0.9669516574617188,2.6034157938258486,2.3742887516232267,0.0,0.0,1.0,0.0,0.0,1.0
6,0.7157766655287353,1.0371762457840181,4.108975461298304,2.6519128708080184,0.2842233344712647,1.0371762457840181,2.891024538701696,2.6519128708080184,0.7080706351012194,0.9968996018485579,4.104654841275371,2.491463789418322,0.2919293648987806,0.996899601848558,2.8953451587246293,2.491463789418322,0.0,1.0,0.0,0.0,1.0,0.0
7,0.7668510340580555,1.017360882749271,4.8758264953563595,2.8529094052787825,0.23314896594194442,1.017360882749271,3.1241735046436405,2.8529094052787825,0.7533050738428717,1.008442009838626,4.857959915118243,2.6660746501784898,0.2466949261571283,1.008442009838626,3.1420400848817573,2.6660746501784898,0.0,0.0,0.0,1.0,1.0,0.0
8,0.8719666570092317,0.9970298916192464,5.747793152365592,3.0357930161319673,0.12803334299076838,0.9970298916192464,3.252206847634409,3.0357930161319673,0.8815485609128423,0.9960013115241215,5.739508476031084,2.825474790688622,0.11845143908715781,0.9960013115241215,3.2604915239689154,2.825474790688622,0.0,0.0,0.0,0.0,1.0,1.0
9,0.6816545391060583,1.0304884341090788,6.4294476914716485,3.210956898231304,0.3183454608939416,1.0304884341090788,3.57055230852835,3.2109568982313035,0.6755289363385243,1.0921491870042903,6.4150374123696094,3.048707955910016,0.3244710636614756,1.0921491870042903,3.5849625876303906,3.048707955910016,0.311,0.3,0.292,0.264,0.397,0.436
10,0.6914085281514918,1.0522521762236254,7.120856219623142,3.4076611796117264,0.3085914718485082,1.0522521762236254,3.8791437803768587,3.4076611796117264,0.7289644636128023,1.0701129160260296,7.144001875982411,3.2311972808226304,0.27103553638719763,1.0701129160260296,3.8559981240175882,3.2311972808226304,0.301,0.295,0.302,0.282,0.397,0.423
11,0.7174626364760932,1.0407287794522353,7.838318856099234,3.5599712985431777,0.28253736352390685,1.0407287794522353,4.161681143900766,3.5599712985431773,0.770488209561585,1.076585074809285,7.914490085543997,3.346957598178123,0.22951179043841494,1.076585074809285,4.085509914456003,3.346957598178123,0.291,0.288,0.298,0.265,0.411,0.447
12,0.6585462842972977,1.0557136459665248,8.49686514039653,3.7510819213171342,0.34145371570270233,1.0557136459665248,4.503134859603468,3.751081921317134,0.6611083573641532,1.0424242298857467,8.57559844290815,3.524104846910844,0.33889164263584676,1.0424242298857467,4.42440155709185,3.524104846910844,0.309,0.3,0.297,0.272,0.394,0.428
